#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp3a4-Potency_&#956;M","p450-cyp3a4-Curve_Description","p450-cyp3a4-Fit_LogAC50","p450-cyp3a4-Fit_HillSlope","p450-cyp3a4-Fit_R2","p450-cyp3a4-Fit_InfiniteActivity_%","p450-cyp3a4-Fit_ZeroActivity_%","p450-cyp3a4-Fit_CurveClass","p450-cyp3a4-Excluded_Points","p450-cyp3a4-Max_Response_%","p450-cyp3a4-Activity at 0.0007 uM_%","p450-cyp3a4-Activity at 0.00164 uM_%","p450-cyp3a4-Activity at 0.00366 uM_%","p450-cyp3a4-Activity at 0.00818 uM_%","p450-cyp3a4-Activity at 0.018 uM_%","p450-cyp3a4-Activity at 0.041 uM_%","p450-cyp3a4-Activity at 0.091 uM_%","p450-cyp3a4-Activity at 0.204 uM_%","p450-cyp3a4-Activity at 0.457 uM_%","p450-cyp3a4-Activity at 1.022 uM_%","p450-cyp3a4-Activity at 2.286 uM_%","p450-cyp3a4-Activity at 5.111 uM_%","p450-cyp3a4-Activity at 11.43 uM_%","p450-cyp3a4-Activity at 25.56 uM_%","p450-cyp3a4-Activity at 57.14 uM_%"
3314,4252157,3245747,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.707946,Complete curve; high efficacy,-6.15,1.1,0.9954,-95.4334,2.0089,-1.1,0 0 0 0 0 0 0,-95.4317,,,5.0138,,-4.7721,,-4.613,,-36.6663,,-75.1412,,-89.0171,,-95.4317
3315,4252151,3245742,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.99526,Complete curve; high efficacy,-5.7,1,0.9903,-84.9867,11,-1.1,0 0 0 0 0 0 0,-82.6113,,,14.4521,,4.8617,,6.1434,,-3.1921,,-44.9021,,-67.0833,,-82.6113
3316,4252146,3245738,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.2876,0.9963,-100.706,3.7039,-2.1,0 0 0 0 0 0 0,-97.5908,,,0.0548,,8.2359,,2.0347,,-1.3098,,-23.3108,,-73.0005,,-97.5908
3317,4252120,3245715,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,2.0479,0.9724,-70.9634,-0.8056,-2.2,0 0 0 0 0 0 0,-63.8815,,,-7.7511,,4.1747,,3.2742,,-3.0652,,-1.2453,,-17.685,,-63.8815
3318,4252115,3245710,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.21,0.9957,-93.1528,2.8468,-2.1,0 0 0 0 0 0 0,-84.9997,,,0.0922,,6.532,,0.1507,,0.717,,-19.7474,,-61.3554,,-84.9997
3319,4252092,3245687,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,1,0.9982,-121.611,3.064,-2.1,0 0 0 0 0 0 0,-97.5121,,,2.7981,,2.9519,,4.6227,,-3.6927,,-13.1888,,-52.0979,,-97.5121
3320,4252061,627093,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.4781,0.9851,-82.9115,10.5,-2.2,0 0 1 0 0 0 0,-64.481,,,15.8619,,7.9671,,-76.688,,10.5887,,2.008,,-13.2669,,-64.481
3321,4252051,3245654,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.111,0.9975,-92.6749,7,-2.2,0 0 0 0 0 0 0,-77.2291,,,7.9211,,7.5459,,6.9432,,2.4644,,-5.3926,,-35.0028,,-77.2291
3322,4252050,5771504,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.51189,Complete curve; high efficacy,-5.6,0.9,0.9972,-104.625,5.8414,-1.1,0 0 0 0 0 0 0,-97.3657,,,8.842,,1.4488,,-0.1776,,-13.526,,-45.4229,,-84.7991,,-97.3657
3323,4252017,3245624,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.2475,0.9795,-70.8649,2.9959,-2.2,0 0 0 0 0,-61.9707,,,,,,,-1.5493,,8.1107,,-8.2073,,-34.0754,,-61.9707
3324,4252013,3245621,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.4163,0.9963,-88.191,2.2094,-2.2,0 0 0 0 0 0 0,-69.5003,,,1.5772,,1.8442,,3.4057,,3.1823,,-4.6311,,-22.3457,,-69.5003
3325,4252002,3245612,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.01187,Partial curve; partial efficacy,-5.3,1.2876,0.9907,-80.1276,3.8119,-2.2,0 0 0 0 0 0 0,-77.6599,,,-1.2766,,4.357,,6.1022,,3.9441,,-21.2842,,-55.9749,,-77.6599
3326,4251986,3245597,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,0.8,0.9976,-94.4648,7,-2.1,0 0 0 0 0 0 0,-82.4707,,,4.257,,8.5653,,2.1247,,-5.6121,,-31.9391,,-62.0799,,-82.4707
3327,4251983,3245595,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,1.3723,0.996,-104.274,4.8529,-1.1,0 0 0 0 0,-100.825,,,,,,,7.017,,-6.2362,,-35.5047,,-90.8082,,-100.825
3328,4251970,2990940,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.5095,0.9744,-96.3443,-3.6407,-2.2,0 0 0 0 0 0 0,-76.003,,,-2.6528,,-3.5998,,-2.2967,,0.4038,,-15.3214,,-22.8165,,-76.003
3329,4251905,591517,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.4641,0.9905,-97.1452,-2.8677,-2.1,0 1 0 0 0 0 0,-92.4678,,,-1.7459,,-80.7984,,-8.9685,,1.2092,,-17.2337,,-61.69,,-92.4678
3330,4251901,829823,"NCGC",,Unspecified,,,"",2009/07/08,2,40,39.8107,Partial curve; partial efficacy,-4.4,2.7202,0.9552,-90.6527,-15.2909,-2.2,0 0 0 0 0 0 0,-70.3452,,,-11.7743,,-19.7615,,-16.6808,,-20.8798,,-7.9603,,-17.8935,,-70.3452
3331,4251889,3245519,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.16228,Complete curve; partial efficacy,-5.5,1.4781,0.9892,-78.2525,14.2819,-1.2,0 0 0 0 0 0 0,-79.8469,,,13.4349,,8.3616,,14.7941,,15.7907,,-23.3993,,-62.6267,,-79.8469
3332,4251870,3245502,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.9282,0.987,-70.4648,10,-2.2,0 0 0 0 0 0 0,-69.554,,,5.1047,,9.6477,,17.391,,8.0192,,3.6497,,-42.5689,,-69.554
3333,4251837,3245475,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.4781,0.9993,-107.883,-0.5289,-1.1,0 0 0 0 0 0 0,-104.888,,,-2.7149,,0.8934,,-0.4058,,-4.0656,,-33.3788,,-90.0421,,-104.888
3334,4251833,3245470,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.3443,0.9935,-89.672,1.5847,-2.1,0 0 0 0 0 0 0,-84.3453,,,-3.3215,,0.4325,,4.8073,,2.1795,,-14.0172,,-54.0146,,-84.3453
3335,4251814,3245455,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.5579,0.9944,-102.267,-10.1462,-2.1,0 0 0 0 0 0 0,-92.4405,,,-9.2526,,-12.5517,,-5.8201,,-10.9883,,-16.4801,,-43.5,,-92.4405
3336,4251786,5771499,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,0.9,0.9979,-88.9752,2.6103,-2.2,0 0 0 0 0 0 0,-71.067,,,2.7276,,1.3349,,2.8302,,-0.1134,,-15.5517,,-40.5706,,-71.067
3337,4251781,3245424,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.2526,0.9622,-67.5006,-5.1077,-2.2,0 0 0 0 0 0 0,-65.9235,,,-14.5286,,0.153,,-1.6393,,-5.1198,,-5.3749,,-32.4638,,-65.9235
3338,4251736,2835548,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.1,0.9968,-94.4403,-8.2496,-2.1,0 0 0 0 0 0 0,-80.7836,,,-8.2697,,-9.0817,,-5.6102,,-12.6904,,-18.9693,,-49.3419,,-80.7836
3339,4251735,3245387,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.7885,0.9952,-87.3221,1.1965,-2.1,0 0 0 0 0 0 0,-81.1908,,,4.8784,,-0.0686,,0.3206,,2.0124,,-4.9594,,-33.0774,,-81.1908
3340,4251714,3245367,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.81838,Complete curve; high efficacy,-5.55,1.3443,0.9985,-97.8862,-2.9493,-1.1,0 0 0 0 0 0 0,-96.3114,,,-2.5619,,-2.7383,,-6.4692,,-7.9571,,-45.0926,,-85.1347,,-96.3114
3341,4251706,1266897,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.891251,Complete curve; high efficacy,-6.05,1,0.9982,-98.1838,1.5093,-1.1,0 0 0 0 0 0 0,-97.3316,,,3.2854,,-0.9535,,-9.5408,,-31.2984,,-72.4752,,-88.7121,,-97.3316
3342,4251703,3245357,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,0.8,0.994,-123.506,9.2996,-2.1,0 0 0 0 0 0 0,-97.9075,,,11.4994,,3.2305,,9.9048,,-4.8665,,-22.2202,,-65.4367,,-97.9075
3343,4251688,3245343,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.1,0.9993,-113.871,1.5213,-2.1,0 0 0 0 0 0 0,-98.696,,,0.1254,,2.0156,,2.7244,,-2.915,,-17.3384,,-60.8017,,-98.696
3344,4251678,3245333,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.21,0.9966,-112.856,-2.0763,-2.1,0 0 0 0 0,-101.984,,,,,,,-5.1275,,-1.7302,,-22.29,,-71.2869,,-101.984
3345,4251662,3245318,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,0.9,0.9971,-111.836,-5.1997,-2.1,0 0 0 0 0 0 0,-89.6044,,,-6.2178,,-5.8943,,-3.3994,,-12.0032,,-23.1027,,-52.1359,,-89.6044
3346,4251657,3245313,"NCGC",,Unspecified,,,"",2009/07/08,2,85,2.23872,Complete curve; high efficacy,-5.65,1.6266,0.9999,-88.9108,1.5409,-1.1,0 0 0 0 0,-88.259,,,,,,,1.332,,-5.0888,,-45.194,,-82.6209,,-88.259
3347,4251500,3245177,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.3443,0.9836,-85.5106,0.5616,-2.2,0 0 0 0 0 0 0,-74.5409,,,4.2269,,-1.0247,,3.8787,,-3.1073,,-10.9629,,-30.345,,-74.5409
3348,4251450,3245136,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; high efficacy,-4.9,1.01,0.9933,-98.5528,6.4237,-2.1,0 0 0 0 0 0 0,-82.1273,,,2.811,,7.7035,,9.3986,,0.217,,-10.0486,,-41.2813,,-82.1273
3349,4251448,3245134,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.6259,0.977,-69.7047,-0.1067,-2.2,0 0 0 0 0 0 0,-64.0095,,,-0.9156,,0.2738,,7.0579,,-4.9346,,-5.0752,,-24.9701,,-64.0095
3350,4251422,3245111,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.111,0.9936,-91.8844,-1.7051,-1.1,0 0 0 0 0 0 0,-87.9186,,,-1.7924,,-1.7393,,-6.5143,,-3.7875,,-35.7337,,-69.0912,,-87.9186
3351,4251421,3245110,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.1,0.9855,-81.532,1.8111,-2.2,0 0 0 0 0 0 0,-67.9433,,,1.7945,,-0.4499,,5.8354,,1.1676,,-11.4397,,-29.3515,,-67.9433
3352,4251354,3245053,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,0.7,0.9842,-90.6178,0.193,-2.2,0 0 0 0 0 0 0,-69.4257,,,0.5217,,3.6444,,-3.2565,,-14.0894,,-19.4471,,-42.2991,,-69.4257
3353,4251352,5771488,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.1,0.9984,-103.688,7.0264,-2.1,0 0 0 0 0 0 0,-93.0989,,,6.867,,3.9426,,7.2784,,3.9511,,-18.1333,,-63.3577,,-93.0989
3354,4251336,3245036,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.21,0.9971,-108.9,-0.5045,-2.1,0 0 0 0 0 0 0,-98.7374,,,-2.7092,,2.1579,,-2.8512,,-4.8694,,-24.4168,,-75.102,,-98.7374
3355,4251314,3245016,"NCGC",,Unspecified,,,"",2009/07/08,2,40,25.1189,Partial curve; partial efficacy,-4.6,1.5386,0.99,-94.8268,0.7602,-2.2,0 0 0 0 0 0 0,-74.2391,,,0.4048,,2.3959,,3.1592,,2.0804,,-7.3235,,-19.4198,,-74.2391
3356,4251248,3244960,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; high efficacy,-4.8,1.1,0.9926,-119.376,-10.1831,-2.1,0 0 0 0 0 0 0,-99.48,,,-5.6682,,-10.4371,,-9.2225,,-17.4878,,-20.7235,,-55.5236,,-99.48
3357,4251197,765854,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,0.9,0.995,-112.934,-7.2822,-2.1,0 0 0 0 0 0 0,-98.4414,,,-5.3982,,-6.1619,,-12.0709,,-18.9423,,-31.9756,,-72.9578,,-98.4414
3358,4251191,3244910,"NCGC",,Unspecified,,,"",2009/07/08,2,44,4.46684,Partial curve; high efficacy,-5.35,1,0.9986,-96.3735,5.1684,-2.1,0 0 0 0 0 0 0,-89.1972,,,3.7131,,7.4349,,1.5207,,-4.5779,,-29.5765,,-67.1364,,-89.1972
3359,4251188,3244907,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.7529,0.9921,-83.3041,0.7015,-2.2,0 0 0 0 0 0 0,-76.7521,,,0.363,,6.2325,,-1.8705,,-1.0315,,-3.8087,,-32.7967,,-76.7521
3360,4251186,3244905,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,2.4064,0.9838,-73.8956,1.5308,-2.2,0 0 0 0 0,-73.1949,,,,,,,-5.0887,,6.1883,,1.9381,,-35.6938,,-73.1949
3361,4251141,866706,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.2876,0.9962,-103.446,0.4687,-2.1,0 0 0 0 0 0 0,-92.2594,,,-1.9293,,-1.8167,,0.5707,,3.054,,-12.2096,,-51.8151,,-92.2594
3362,4251136,3244860,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; high efficacy,-5.05,1.331,0.9989,-91.4111,-4.7428,-2.1,0 0 0 0 0 0 0,-84.8474,,,-5.6103,,-5.4504,,-2.9619,,-7.626,,-16.3886,,-55.3219,,-84.8474
3363,4251114,1266902,"NCGC",,Unspecified,,,"",2009/07/08,2,46,0.707946,Partial curve; partial efficacy,-6.15,2.0479,0.9991,-81.5598,5.9742,-2.2,0 0 0 0 0,-74.1735,,,5.2757,,5.0254,,6.3422,,-19.0681,,-74.1735,,,,
3364,4251111,5293674,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,2.2526,0.9776,-79.6983,-3.0134,-2.2,0 0 0 0 0 0 0,-72.6541,,,-8.486,,0.5532,,2.4798,,-7.0712,,-1.4986,,-20.4038,,-72.6541
3365,4251093,3244823,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.707946,Complete curve; high efficacy,-6.15,1.5579,0.9977,-99.6161,2.0685,-1.1,0 0 0 0 0 0 0,-99.3893,,,4.0374,,3.2012,,-6.2537,,-29.8048,,-86.8192,,-98.3966,,-99.3893
3366,4250983,3244726,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.21,0.9819,-92.5204,-4.9077,-2.1,0 0 0 0 0 0 0,-83.8439,,,-9.0071,,-10.1231,,0.2328,,-3.0183,,-25.3075,,-59.6764,,-83.8439
3367,4250980,6603307,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.5579,0.993,-85.8376,2.2969,-2.2,0 0 0 0 0 0 0,-78.5365,,,5.5252,,2.625,,1.0968,,1.322,,-6.4609,,-31.4629,,-78.5365
3368,4250954,3244702,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.111,0.9897,-103.85,-11.7974,-2.1,0 0 0 0 0 0,-83.4597,,,-9.5013,,-10.8638,,-14.6135,,-23.9688,,-40.9266,,-83.4597,,
3369,4250935,3244683,"NCGC",,Unspecified,,,"",2009/07/08,2,42,6.30957,Partial curve; partial efficacy,-5.2,0.9,0.9874,-74.9711,-18.0007,-2.2,0 0 0 0 0 0 0,-66.5405,,,-21.4107,,-17.7825,,-15.3152,,-22.6358,,-34.9515,,-53.7856,,-66.5405
3370,4250919,3244669,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,2.3332,0.9938,-80.6774,-2.8325,-2.2,0 0 0 0 0 0 0,-77.9249,,,-6.0613,,0.4,,-2.3206,,-5,,-2.0967,,-38.5189,,-77.9249
3371,4250910,3244662,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,0.8,0.9964,-87.7371,19.2696,-2.2,0 0 0 0 0 0 0,-68.3062,,,19.3898,,17.7526,,14.5409,,13.6395,,-10.2296,,-38.3771,,-68.3062
3372,4250895,3244649,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.21,0.9982,-94.076,7.7784,-2.1,0 0 0 0 0 0 0,-85.944,,,8.4874,,4.1892,,7.9162,,4.1359,,-14.7636,,-60.3909,,-85.944
3373,4250894,3244648,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1,0.9927,-91.1125,4.8535,-2.2,0 0 0 0 0,-75.9271,,,,,,,7.0031,,-1.3221,,-11.3588,,-37.6102,,-75.9271
3374,4250890,3244645,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.2475,0.9786,-109.611,3.0774,-2.1,0 0 0 0 0 0 0,-93.0522,,,6.6636,,-7.8305,,9.5283,,2.2849,,-8.9202,,-45.6498,,-93.0522
3375,4250845,3244603,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.21,0.9513,-77.8763,1.7161,-2.2,0 0 0 0 0 0 0,-64.8969,,,4.4195,,-6.7636,,10.7815,,-3.0176,,-7.9758,,-27.7598,,-64.8969
3376,4250804,3244564,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.891251,Complete curve; high efficacy,-6.05,1.4163,0.9996,-99.4792,2.6015,-1.1,0 0 0 0 0 0 0,-99.8092,,,2.2645,,4.2515,,-1.8054,,-26.7063,,-78.5343,,-96.2949,,-99.8092
3377,4250708,3244478,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.9,0.9972,-103.609,-2.0331,-2.1,0 0 0 0 0 0 0,-83.176,,,-0.1959,,-5.4235,,-2.6099,,-6.1078,,-21.2149,,-49.9193,,-83.176
3378,4250705,3244475,"NCGC",,Unspecified,,,"",2009/07/08,2,83,7.94328,Complete curve; high efficacy,-5.1,4.095,0.9989,-101.3,5.4341,-1.1,0 0 0 0 0 0 0,-101.624,,,4.2853,,2.5433,,6.2198,,7.0569,,6.3023,,-81.7898,,-101.624
3379,4250667,3244446,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.794328,Complete curve; high efficacy,-6.1,1.21,0.9929,-94.1906,6.6309,-1.1,0 0 0 0 0 0 0,-95.0693,,,2.6527,,4.3057,,6.9438,,-31.3185,,-70.7112,,-89.1016,,-95.0693
3380,4250651,3244432,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.3723,0.9827,-88.1228,2.2572,-2.2,0 0 0 0 0 0 0,-76.9713,,,0.7488,,3.007,,0.7743,,7.8841,,-9.8537,,-30.3176,,-76.9713
3381,4250601,3244392,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; partial efficacy,-4.55,1.9282,0.9727,-88.7068,-2.3002,-2.2,0 0 0 0 0 0 0,-71.1722,,,6.8298,,-4.3251,,-5.7714,,-2.2385,,-6.3494,,-15.379,,-71.1722
3382,4250566,3244361,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,0.9,0.999,-116.157,-5.8458,-2.1,0 0 0 0 0 0 0,-99.7964,,,-7.746,,-5.9257,,-5.7874,,-14.3683,,-33.2504,,-70.4635,,-99.7964
3383,4250513,3244312,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1,0.9951,-102.028,7.5,-2.1,0 0 0 0 0 0 0,-81.1826,,,4.1364,,10.997,,7.7757,,2.3275,,-9.4041,,-40.0529,,-81.1826
3384,4250505,3244305,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.7885,0.9653,-66.919,-3.2212,-2.2,0 0 0 0 0 0 0,-61.3669,,,-4.7165,,-6.167,,-5.2323,,5.8456,,-7.6533,,-26.2912,,-61.3669
3385,4250500,3244300,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.1,0.9964,-111.549,-3.334,-2.1,0 0 0 0 0 0 0,-100.165,,,-7.4654,,-2.1608,,-1.6523,,-6.0545,,-27.5024,,-68.2647,,-100.165
3386,4250482,3244285,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.4781,0.9985,-84.2495,1.4383,-2.2,0 0 0 0 0 0 0,-76.9003,,,-0.0796,,3.717,,0.9724,,0.2835,,-6.6145,,-41.9145,,-76.9003
3387,4250472,5771470,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.2876,0.9927,-70.4134,3.0723,-2.2,0 0 0 0 0 0 0,-61.5342,,,1.3328,,3.8701,,7.0199,,0.0799,,-3.5861,,-28.3642,,-61.5342
3388,4250462,3244268,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.21,0.9981,-111.736,2.6325,-2.1,0 0 0 0 0 0 0,-101.45,,,1.1687,,3.2225,,3.8494,,-1.7027,,-24.6749,,-76.5104,,-101.45
3389,4250409,3244227,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.4781,0.9994,-82.7672,-3.6071,-2.2,0 0 0 0 0 0 0,-76.6179,,,-4.9117,,-3.1321,,-3.1985,,-4.4395,,-10.4347,,-42.9295,,-76.6179
3390,4250394,3244213,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.7137,0.9806,-82.3976,1.7394,-2.2,0 0 0 0 0 0 0,-75.7656,,,9.4455,,-0.1373,,-0.1793,,0.4223,,-5.8099,,-26.0089,,-75.7656
3391,4250357,3244179,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.1,0.9379,-77.9262,6,-2.2,0 0 0 0 0 0 0,-64.9385,,,14.4303,,-1.9264,,10.7766,,2.4737,,-10.3548,,-21.8668,,-64.9385
3392,4250334,3244163,"NCGC",,Unspecified,,,"",2009/07/08,2,90,0.354813,Complete curve; high efficacy,-6.45,1.3443,0.9997,-106.592,-4.0744,-1.1,0 0 0 0 0 0 0,-107.012,,,-5.9908,,-5.51,,-17.8109,,-63.1937,,-98.6943,,-105.38,,-107.012
3393,4250303,3244137,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.41254,Complete curve; high efficacy,-5.85,1.111,0.9993,-98.2029,0.073,-1.1,0 0 0 0 0 0 0,-97.1612,,,2.1092,,-2.0734,,-4.668,,-21.3187,,-62.5349,,-88.7959,,-97.1612
3394,4250286,3244121,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1,0.9845,-107.247,-24.8523,-2.1,0 0 0 0 0 0 0,-95.2827,,,-21.2037,,-26.8832,,-31.4964,,-26.6213,,-42.4926,,-77.8952,,-95.2827
3395,4250265,3244103,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.16228,Complete curve; high efficacy,-5.5,1.5579,0.9943,-90.1189,4.1983,-1.1,0 0 0 0 0 0 0,-91.4354,,,2.307,,1.3763,,3.9279,,4.5996,,-33.3331,,-75.1828,,-91.4354
3396,4250207,3244053,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.3723,0.9379,-73.9166,-2.0692,-2.2,0 0 0 0 0 0 0,-64.5427,,,6.1494,,-12.8464,,3.7929,,-3.2615,,-8.9883,,-29.3258,,-64.5427
3397,4250180,223042,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.2221,0.9661,-79.5116,2.6899,-2.2,0 0 0 0 0 0 0,-69.4347,,,6.7665,,0.1652,,2.6442,,5.2083,,-13.1455,,-25.5852,,-69.4347
3398,4250170,3244020,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; partial efficacy,-4.7,1.5579,0.9921,-87.9868,1.7118,-2.2,0 0 0 0 0 0 0,-73.4988,,,4.3834,,0.6304,,-2.9414,,4.2725,,-1.8267,,-24.6885,,-73.4988
3399,4250124,3243981,"NCGC",,Unspecified,,,"",2009/07/08,2,43,5.62341,Partial curve; high efficacy,-5.25,1.5936,0.9967,-95.2742,9.0931,-2.1,0 0 0 0 0 0 0,-92.7674,,,14.2101,,7.7195,,7.0898,,5.9079,,-12.7573,,-69.8711,,-92.7674
3400,4250103,3243961,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,2.3531,0.9974,-97.1946,-2.8509,-1.1,0 0 0 0 0 0 0,-98.3091,,,-5.5631,,-2.0322,,0.1996,,-2.9541,,-25.0135,,-87.6553,,-98.3091
