#,SID,CID,BioAssay_Source,RankScore,Outcome,Xref,URL,Comment,DepositDate,"Activity Outcome","Activity Score","p450-cyp1a2-Potency_&#956;M","p450-cyp1a2-Curve_Description","p450-cyp1a2-Fit_LogAC50","p450-cyp1a2-Fit_HillSlope","p450-cyp1a2-Fit_R2","p450-cyp1a2-Fit_InfiniteActivity_%","p450-cyp1a2-Fit_ZeroActivity_%","p450-cyp1a2-Fit_CurveClass","p450-cyp1a2-Excluded_Points","p450-cyp1a2-Max_Response","p450-cyp1a2-Activity at 0.0007 uM_%","p450-cyp1a2-Activity at 0.00160 uM_%","p450-cyp1a2-Activity at 0.00368 uM_%","p450-cyp1a2-Activity at 0.00820 uM_%","p450-cyp1a2-Activity at 0.018 uM_%","p450-cyp1a2-Activity at 0.041 uM_%","p450-cyp1a2-Activity at 0.091 uM_%","p450-cyp1a2-Activity at 0.204 uM_%","p450-cyp1a2-Activity at 0.457 uM_%","p450-cyp1a2-Activity at 1.022 uM_%","p450-cyp1a2-Activity at 2.286 uM_%","p450-cyp1a2-Activity at 5.111 uM_%","p450-cyp1a2-Activity at 11.43 uM_%","p450-cyp1a2-Activity at 25.56 uM_%","p450-cyp1a2-Activity at 57.14 uM_%"
2223,14740419,2954178,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.4163,0.9843,-76.4507,6,-2.2,0 0 0 0 0 0 0,-67.0582,,,2.995,,4.2696,,13.3235,,4.0519,,-1.6279,,-27.48,,-67.0582
2224,14740360,970025,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; partial efficacy,-4.95,1.2475,0.9827,-89.0424,7.5,-2.2,0 0 0 0 0 0 0,-78.3687,,,2.3762,,2.4345,,11.5589,,12.2938,,-6.0922,,-40.6212,,-78.3687
2225,14740345,978140,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,1.6924,0.996,-100.229,13.8912,-1.1,0 0 0 0 0 0 0,-98.4765,,,17.0105,,17.2832,,9.5502,,6.1098,,-25.3854,,-90.3348,,-98.4765
2226,14740286,880543,"NCGC",,Unspecified,,,"",2009/07/08,2,85,1.58489,Complete curve; high efficacy,-5.8,1.3723,0.9845,-85.124,5,-1.1,0 0 0 0 0 0 0,-86.3097,,,-4.4182,,10.0079,,8.8528,,-10.3771,,-50.1026,,-78.23,,-86.3097
2227,14740282,880443,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.58489,Complete curve; partial efficacy,-5.8,1.1341,0.9989,-70.1597,4.85,-1.2,1 0 0 0 0 0 0,-68.8413,,,-17.9883,,3.5545,,4.1579,,-10.3897,,-41.0193,,-62.8271,,-68.8413
2228,14740230,2751436,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.3723,0.977,-74.6338,10.7309,-2.2,0 0 0 0 0 0 0,-66.7782,,,4.4732,,7.2884,,12.8856,,17.8405,,-0.2169,,-31.991,,-66.7782
2229,14740181,2213707,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,0.8,0.9961,-132.522,3.7491,-2.1,0 0 0 0 0 0 0,-101.509,,,5.6083,,4.2392,,-2.6298,,-1.4472,,-22.9397,,-58.2334,,-101.509
2230,14740175,1964886,"NCGC",,Unspecified,,,"",2009/07/08,2,43,11.2202,Partial curve; high efficacy,-4.95,0.7,0.9612,-134.951,7.2607,-2.1,0 0 0 0 0 0 0,-102.374,,,7.8012,,-5.9328,,18.6377,,-10.8545,,-30.3352,,-63.0675,,-102.374
2231,14740134,977968,"NCGC",,Unspecified,,,"",2009/07/08,2,41,11.2202,Partial curve; partial efficacy,-4.95,1.3437,0.9213,-70.1662,10.5,-2.2,0 0 0 0 0 0 0,-62.6385,,,0.9527,,2.1026,,17.5701,,23.0946,,-1.4126,,-28.9011,,-62.6385
2232,14740127,972602,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.9282,0.9619,-74.0083,14.308,-2.2,0 0 0 0 0 0 0,-69.6869,,,6.7426,,13.2657,,13.6631,,26.4729,,6.5323,,-19.4723,,-69.6869
2233,14740121,943143,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1.7885,0.9945,-106.093,7.5516,-2.1,0 0 0 0 0 0 0,-102.449,,,3.9699,,5.8629,,5.9272,,13.7297,,-4.8585,,-67.3157,,-102.449
2234,14740008,3729499,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.111,0.9836,-88.5143,7.5,-2.2,0 0 0 0 0 0 0,-73.7619,,,13.6517,,10.0698,,0.2821,,4.2912,,-4.0195,,-34.6064,,-73.7619
2235,14739976,1266364,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.1,0.9982,-97.3777,14.8587,-2.1,0 0 0 0 0 0 0,-86.2718,,,15.1383,,11.6535,,16.2023,,10.509,,-9.1457,,-51.3308,,-86.2718
2236,14739945,2969333,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,0.8,0.9961,-116.186,2.7749,-2.1,0 0 0 0 0 0 0,-90.1967,,,0.8126,,4.3052,,1.5009,,-7.3119,,-23.4766,,-51.3666,,-90.1967
2237,14739942,2969276,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.8617,0.9958,-77.6584,7,-2.2,0 0 0 0 0 0 0,-71.475,,,5.3418,,6.7942,,8.1313,,9.6412,,1.6479,,-22.4339,,-71.475
2238,14739887,3793002,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,0.6,0.9747,-88.9305,11.1501,-1.1,0 0 0 0 0 0 0,-81.3586,,,5.6393,,3.6828,,1.6266,,-33.3988,,-41.574,,-70.0574,,-81.3586
2239,14739846,1243938,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.1341,0.9705,-85.6417,8.5,-2.2,0 0 0 0 0 0 0,-71.3681,,,3.1749,,3.9983,,12.7074,,15.78,,-6.0701,,-32.3421,,-71.3681
2240,14739806,1332299,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.3723,0.986,-66.7037,12.9176,-2.2,0 0 0 0 0 0 0,-61.9051,,,6.1461,,13.6459,,16.4468,,15.4509,,-0.233,,-36.1946,,-61.9051
2241,14739742,1242827,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.54813,Complete curve; high efficacy,-5.45,3.6772,0.9917,-98.6982,3.3847,-1.1,0 0 0 0 0 0 0,-102.933,,,5.2081,,1.9308,,9.8909,,-2.2001,,-15.6527,,-93.2065,,-102.933
2242,14739733,2304534,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.2475,0.9996,-91.3409,12.3892,-1.1,0 0 0 0 0 0 0,-89.453,,,13.7905,,10.674,,11.2128,,3.1023,,-32.8328,,-75.9131,,-89.453
2243,14739483,838547,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.4781,0.976,-68.9696,13.6496,-2.2,0 0 0 0 0 0 0,-60.8703,,,6.2805,,14.6227,,15.2332,,20.6254,,6.1335,,-20.7993,,-60.8703
2244,14739437,2130130,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.251189,Complete curve; partial efficacy,-6.6,1.2475,0.9997,-60.0352,17.8165,-1.2,0 0 0 0 0 0 0,-60.3696,,,17.7957,,14.2465,,1.45,,-35.6507,,-55.5369,,-59.174,,-60.3696
2245,14739420,840995,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.41254,Complete curve; high efficacy,-5.85,1.4163,0.9991,-100.044,3.1704,-1.1,0 0 0 0 0 0 0,-100.103,,,5.5763,,1.7659,,-0.5391,,-14.2154,,-66.3148,,-94.1832,,-100.103
2246,14739382,891591,"NCGC",,Unspecified,,,"",2009/07/08,2,63,2.81838,Complete curve; partial efficacy,-5.55,1.21,0.9735,-74.5084,14.2058,-1.2,0 0 0 0 0 0 0,-73.757,,,20.3588,,15.2036,,1.4052,,11.6587,,-27.7452,,-58.2482,,-73.757
2247,14739056,232073,"NCGC",,Unspecified,,,"",2009/07/08,2,43,3.98107,Partial curve; partial efficacy,-5.4,1.1,0.9974,-77.279,15.0329,-2.2,0 0 0 0 0 0 0,-73.1628,,,11.7956,,17.1657,,15.6738,,6.8739,,-17.4805,,-54.7805,,-73.1628
2248,14739050,898495,"NCGC",,Unspecified,,,"",2009/07/08,2,43,4.46684,Partial curve; partial efficacy,-5.35,1,0.9997,-86.3185,17.6615,-2.2,0 0 0 0 0 0 0,-78.4577,,,16.3899,,18.1568,,15.3258,,8.6075,,-17.4755,,-57.4852,,-78.4577
2249,14739045,844337,"NCGC",,Unspecified,,,"",2009/07/08,2,63,3.54813,Complete curve; partial efficacy,-5.45,4.095,0.9756,-71.6987,3.5581,-1.2,1 0 0 0 0 0 0,-78.7704,,,-26.9562,,3.0366,,10.0681,,-1.1484,,-9.2,,-63.5759,,-78.7704
2250,14738954,972980,"NCGC",,Unspecified,,,"",2009/07/08,2,65,1,Complete curve; partial efficacy,-6,2.9023,0.9979,-70.371,24.9655,-1.2,0 0 0 0 0 0 0,-71.1329,,,21.8211,,23.1733,,28.637,,17.0597,,-62.4487,,-69.8743,,-71.1329
2251,14738667,9551527,"NCGC",,Unspecified,,,"",2009/07/08,2,64,2.23872,Complete curve; partial efficacy,-5.65,1.331,0.9976,-69.5681,17.6757,-1.2,0 0 0 0 0 0 0,-67.2752,,,19.4816,,17.9661,,14.5491,,6.2795,,-24.3979,,-62.4943,,-67.2752
2252,14738666,639252,"NCGC",,Unspecified,,,"",2009/07/08,2,40,22.3872,Partial curve; partial efficacy,-4.65,1.3437,0.9478,-95.9654,7.5784,-2.2,0 0 0 0 0 0 0,-73.8519,,,11.295,,14.5799,,-3.6179,,13.2356,,-5.2857,,-19.2408,,-73.8519
2253,14738640,9551514,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.2475,0.999,-89.3119,2.4547,-1.1,0 0 0 0 0 0 0,-86.9455,,,3.5076,,3.0467,,-0.9876,,-5.0369,,-38.5092,,-76.0891,,-86.9455
2254,14738621,5014373,"NCGC",,Unspecified,,,"",2009/07/08,2,42,10,Partial curve; high efficacy,-5,1.7137,0.9706,-85.5435,2.6884,-2.1,0 0 0 0 0 0 0,-81.7029,,,-1.2313,,-1.6847,,-0.4826,,14.5286,,-5.915,,-45.2389,,-81.7029
2255,14738620,4248965,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.4163,0.9926,-76.0623,3.7387,-2.2,0 0 0 0 0 0 0,-66.9363,,,8.2898,,2.6694,,2.6998,,1.6763,,-3.8681,,-28.4557,,-66.9363
2256,14738549,4435403,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; high efficacy,-4.85,1.8617,0.9651,-107.32,-3.707,-2.1,0 0 0 0 0 0 0,-100.466,,,-5.9478,,5.4488,,-16.1579,,2.9672,,-8.8605,,-44.213,,-100.466
2257,14738529,6023871,"NCGC",,Unspecified,,,"",2009/07/08,2,41,14.1254,Partial curve; partial efficacy,-4.85,1.8617,0.9958,-70.9775,3.8768,-2.2,0 0 0 0 0 0 0,-66.4366,,,6.0269,,5.0266,,1.9618,,3.6842,,-1.1517,,-25.0459,,-66.4366
2258,14738528,6382951,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.9673,0.9858,-67.8066,5.5,-2.2,0 0 0 0 0 0 0,-62.8747,,,7.7444,,8.5564,,0.9021,,7.1889,,-0.0155,,-18.1681,,-62.8747
2259,14738525,3621760,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1,0.9959,-91.5251,4.404,-2.2,0 0 0 0 0 0 0,-76.2709,,,5.5893,,5.6485,,1.2401,,2.1257,,-12.4225,,-39.1589,,-76.2709
2260,14738507,1192535,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.891251,Complete curve; partial efficacy,-6.05,1.4781,0.9743,-79.3232,8.0768,-1.2,0 0 0 0 0 0 0,-78.2369,,,19.5083,,-3.6285,,5.0114,,-14.5916,,-61.8313,,-78.9553,,-78.2369
2261,14738505,9551467,"NCGC",,Unspecified,,,"",2009/07/08,2,41,17.7828,Partial curve; high efficacy,-4.75,1.9673,0.9786,-105.219,7.8197,-2.1,0 0 0 0 0 0 0,-94.6647,,,3.2179,,12.1502,,-0.3518,,17.0456,,5.0169,,-26.7475,,-94.6647
2262,14738484,4064736,"NCGC",,Unspecified,,,"",2009/07/08,2,40,17.7828,Partial curve; partial efficacy,-4.75,2.2526,0.9492,-79.0806,5.3681,-2.2,0 0 0 0 0 0 0,-73.5974,,,1.5671,,4.9686,,-3.4572,,19.04,,4.0214,,-16.8285,,-73.5974
2263,14738414,4095163,"NCGC",,Unspecified,,,"",2009/07/08,2,43,4.46684,Partial curve; high efficacy,-5.35,1.1705,0.9981,-86.1297,5.4682,-2.1,0 0 0 0 0 0 0,-83.1041,,,7.531,,5.73,,1.869,,-0.5392,,-21.7308,,-63.3815,,-83.1041
2264,14738410,3648794,"NCGC",,Unspecified,,,"",2009/07/08,2,43,8.91251,Partial curve; high efficacy,-5.05,0.9,0.9991,-120.213,2.0443,-2.1,0 0 0 0 0 0 0,-100.604,,,1.6117,,1.1268,,-1.1687,,-3.6691,,-27.1342,,-65.7022,,-100.604
2265,14738200,3608992,"NCGC",,Unspecified,,,"",2009/07/08,2,40,28.1838,Partial curve; partial efficacy,-4.55,1.9887,0.9807,-91.4458,3.421,-2.2,0 0 0 0 0 0 0,-72.7398,,,8.8404,,6.9334,,-3.8075,,3.4815,,1.8206,,-10.7436,,-72.7398
2266,14738197,4393516,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; high efficacy,-5.1,1.3443,0.9859,-89.2702,11,-2.1,0 0 0 0 0 0 0,-81.9015,,,17.9826,,6.9868,,13.0066,,2.3376,,-2.0952,,-52.2867,,-81.9015
2267,14738196,1260746,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.51189,Complete curve; high efficacy,-5.6,1.21,0.9971,-87.5362,4.9843,-1.1,0 0 0 0 0 0 0,-83.7801,,,6.2784,,6.5334,,-0.041,,-6.2593,,-37.8844,,-77.2981,,-83.7801
2268,14738126,6620823,"NCGC",,Unspecified,,,"",2009/07/08,2,41,8.91251,Partial curve; partial efficacy,-5.05,1.8617,0.9882,-62.6594,17.2644,-2.2,1 0 0 0 0 0 0,-60.1329,,,-17.2491,,11.5463,,18.0274,,22.511,,10.2642,,-31.5719,,-60.1329
2269,14738125,5862829,"NCGC",,Unspecified,,,"",2009/07/08,2,89,0.630957,Complete curve; high efficacy,-6.2,1.7137,0.9995,-112.811,2.3359,-1.1,0 0 0 0 0 0 0,-112.989,,,1.2241,,3.8073,,-2.8653,,-38.4767,,-102.508,,-111.685,,-112.989
2270,14738123,9551284,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.4641,0.9907,-105.07,11.623,-2.1,0 0 0 0 0 0 0,-97.2439,,,18.9861,,9.9844,,5.3377,,6.5842,,-8.3082,,-69.9618,,-97.2439
2271,14737914,5083147,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,1.111,0.9605,-121.771,7.1293,-2.1,0 0 0 0 0 0 0,-101.476,,,10.346,,9.9743,,-5.0928,,17.3449,,-17.0113,,-46.3727,,-101.476
2272,14737581,2793146,"NCGC",,Unspecified,,,"",2009/07/08,2,84,3.98107,Complete curve; high efficacy,-5.4,1.1,0.9969,-101.597,10.3218,-1.1,0 0 0 0 0 0 0,-94.624,,,14.0267,,10.8538,,4.641,,-0.5612,,-28.5756,,-76.3676,,-94.624
2273,14737577,5048348,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.891251,Complete curve; high efficacy,-6.05,1.4163,0.9959,-109.622,2.2947,-1.1,0 0 0 0 0 0 0,-109.996,,,4.7389,,3.252,,-8.8269,,-25.8857,,-86.7393,,-106.128,,-109.996
2274,14737573,4170344,"NCGC",,Unspecified,,,"",2009/07/08,2,62,7.94328,Complete curve; partial efficacy,-5.1,4.095,0.9337,-67.2307,9.6906,-1.2,0 0 0 0 0 0 0,-67.1766,,,-3.3991,,12.6599,,26.6358,,8.4703,,3.6723,,-52.86,,-67.1766
2275,14737572,717014,"NCGC",,Unspecified,,,"",2009/07/08,2,42,14.1254,Partial curve; high efficacy,-4.85,1.2876,0.9971,-119.087,11.827,-2.1,0 0 0 0 0 0 0,-104.167,,,12.5601,,14.1031,,9.8719,,10.7985,,-2.8376,,-43.7229,,-104.167
2276,14737571,1269690,"NCGC",,Unspecified,,,"",2009/07/08,2,84,2.81838,Complete curve; high efficacy,-5.55,1.7137,0.9984,-83.7307,4.0335,-1.1,0 0 0 0 0 0 0,-83.4977,,,1.7921,,5.7046,,5.8326,,-1.1016,,-31.475,,-76.4626,,-83.4977
2277,14737570,5210485,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,0.7,0.9575,-84.3293,20.9339,-2.2,0 0 0 0 0 0 0,-62.8295,,,25.2666,,26.5091,,2.8696,,9.5347,,-5.0909,,-37.5052,,-62.8295
2278,14737522,5073725,"NCGC",,Unspecified,,,"",2009/07/08,2,42,8.91251,Partial curve; partial efficacy,-5.05,1.1,0.9931,-76.0444,13.0494,-2.2,0 0 0 0 0 0 0,-66.2047,,,13.8437,,7.7077,,14.7824,,12.0086,,-4.5984,,-36.9445,,-66.2047
2279,14737477,4291281,"NCGC",,Unspecified,,,"",2009/07/08,2,87,0.891251,Complete curve; high efficacy,-6.05,1.2876,0.9979,-100.128,5.2409,-1.1,0 0 0 0 0 0 0,-100.909,,,3.8829,,1.7842,,3.9081,,-27.0519,,-75.3367,,-95.5342,,-100.909
2280,14737475,2938921,"NCGC",,Unspecified,,,"",2009/07/08,2,85,3.16228,Complete curve; high efficacy,-5.5,1.7529,0.9974,-104.713,2.7823,-1.1,0 0 0 0 0 0 0,-104.418,,,6.8725,,2.2061,,-1.7021,,-1.0965,,-35.8198,,-94.4651,,-104.418
2281,14737474,3553484,"NCGC",,Unspecified,,,"",2009/07/08,2,63,4.46684,Complete curve; partial efficacy,-5.35,1.3723,0.9954,-81.4985,2.7611,-1.2,0 0 0 0 0 0 0,-78.7302,,,6.0475,,4.584,,-1.452,,-2.7963,,-20.6932,,-63.6028,,-78.7302
2282,14737454,3640000,"NCGC",,Unspecified,,,"",2009/07/08,2,66,0.630957,Complete curve; partial efficacy,-6.2,1.4641,0.9981,-77.6053,14.6138,-1.2,0 0 0 0 0 0 0,-78.0044,,,12.3652,,14.2723,,12.4911,,-23.3053,,-64.2966,,-76.1961,,-78.0044
2283,14737451,9551029,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.25893,Complete curve; high efficacy,-5.9,1,0.9998,-93.4331,5.1872,-1.1,0 0 0 0 0 0 0,-91.299,,,4.3912,,4.9579,,-1.206,,-21.433,,-58.2151,,-83.7341,,-91.299
2284,14737448,4092397,"NCGC",,Unspecified,,,"",2009/07/08,2,42,12.5893,Partial curve; high efficacy,-4.9,1.1341,0.9907,-115.232,5.4762,-2.1,0 0 0 0 0 0 0,-97.3958,,,12.1291,,3.596,,-1.1745,,3.7523,,-8.4547,,-51.4303,,-97.3958
2285,14737424,4126068,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.3443,0.9746,-80.9446,-1.4618,-2.2,0 0 0 0 0 0 0,-73.672,,,-0.0335,,-0.41,,0.946,,-1.4839,,-14.8904,,-28.3511,,-73.672
2286,14737405,3916279,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.707946,Complete curve; high efficacy,-6.15,1.2221,0.9991,-102.69,8.9009,-1.1,0 0 0 0 0 0 0,-102.728,,,6.5285,,8.5329,,2.7457,,-33.3014,,-81.8413,,-98.2087,,-102.728
2287,14737259,708852,"NCGC",,Unspecified,,,"",2009/07/08,2,41,15.8489,Partial curve; partial efficacy,-4.8,1.5095,0.9871,-74.0788,0.9561,-2.2,0 0 0 0 0 0 0,-67.6388,,,2.267,,3.2395,,1.8339,,0.6909,,-8.4,,-25.2661,,-67.6388
2288,14737253,723813,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.4487,0.9908,-100.176,5.9522,-2.1,0 0 0 0 0 0 0,-97.9101,,,1.1897,,2.4933,,8.2127,,10.3126,,-22.2855,,-74.2947,,-97.9101
2289,14737249,3935963,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.07946,Partial curve; high efficacy,-5.15,1.331,0.9971,-108.653,8.8039,-2.1,0 0 0 0 0 0 0,-99.7151,,,8.7359,,7.472,,6.7327,,10.3334,,-13.7851,,-70.115,,-99.7151
2290,14737245,626653,"NCGC",,Unspecified,,,"",2009/07/08,2,91,0.316228,Complete curve; high efficacy,-6.5,1,0.9975,-112.397,7.2185,-1.1,0 0 0 0 0 0 0,-111.711,,,8.5971,,-3.8275,,-16.6044,,-65.4991,,-97.7552,,-108.743,,-111.711
2291,14737075,3505473,"NCGC",,Unspecified,,,"",2009/07/08,2,41,10,Partial curve; partial efficacy,-5,1.8617,0.9902,-66.333,2.5258,-2.2,0 0 0 0 0 0 0,-63.5894,,,2.4331,,5.8946,,-2.5588,,4.3347,,-1.7295,,-36.9778,,-63.5894
2292,14737074,743792,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,1,0.9977,-112.894,8.0636,-2.1,0 0 0 0 0 0 0,-97.6618,,,7.7057,,7.7517,,9.8526,,-2.2071,,-18.4455,,-63.5363,,-97.6618
2293,14737068,761325,"NCGC",,Unspecified,,,"",2009/07/08,2,40,19.9526,Partial curve; high efficacy,-4.7,2.4064,0.97,-87.6392,4.8523,-2.1,0 0 0 0 0 0 0,-80.7031,,,-3.3787,,9.7562,,-1.4469,,12.2518,,5.3767,,-13.7544,,-80.7031
2294,14737065,9550887,"NCGC",,Unspecified,,,"",2009/07/08,2,43,4.46684,Partial curve; partial efficacy,-5.35,0.9,0.9972,-82.8898,16.7292,-2.2,0 0 0 0 0 0 0,-73.7536,,,18.5382,,12.9387,,16.6253,,5.0072,,-19.449,,-52.6851,,-73.7536
2295,14737064,3711536,"NCGC",,Unspecified,,,"",2009/07/08,2,41,12.5893,Partial curve; partial efficacy,-4.9,1.2876,0.9997,-88.0031,3.9206,-2.2,0 0 0 0 0 0 0,-76.7354,,,4.8533,,3.8465,,3.2122,,1.8213,,-5.2692,,-38.9148,,-76.7354
2296,14737061,9550884,"NCGC",,Unspecified,,,"",2009/07/08,2,62,3.54813,Complete curve; partial efficacy,-5.45,2.9523,0.9865,-56.7667,21.6161,-1.2,0 0 0 0 0 0 0,-63.6523,,,22.1345,,22.3986,,23.7882,,18.8833,,4.773,,-47.2434,,-63.6523
2297,14737060,6618997,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.630957,Complete curve; high efficacy,-6.2,1.331,0.9959,-97.8841,-17.7758,-1.1,1 0 0 0 0 0 0,-98.0866,,,-64.0586,,-20.7863,,-19.8882,,-51.6437,,-83.8734,,-96.1547,,-98.0866
2298,14736977,783456,"NCGC",,Unspecified,,,"",2009/07/08,2,62,5.62341,Complete curve; partial efficacy,-5.25,1.5936,0.9865,-68.5012,-5.7946,-1.2,0 0 0 0 0 0 0,-68.0485,,,-10.126,,-2.7745,,-7.4854,,-2.2634,,-19.686,,-53.0974,,-68.0485
2299,14736953,800457,"NCGC",,Unspecified,,,"",2009/07/08,2,42,11.2202,Partial curve; high efficacy,-4.95,1.5386,0.9808,-94.8613,4.5773,-2.1,0 0 0 0 0 0 0,-87.3199,,,4.6446,,7.48,,-5.007,,11.1332,,-3.8909,,-45.4189,,-87.3199
2300,14736712,5737730,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.98107,Partial curve; high efficacy,-5.4,1.2876,0.986,-103.401,12.1941,-2.1,0 0 0 0 0 0 0,-100.684,,,2.4478,,15.4498,,12.1569,,13.3701,,-29.9257,,-77.5235,,-100.684
2301,14736520,1562719,"NCGC",,Unspecified,,,"",2009/07/08,2,83,3.98107,Complete curve; high efficacy,-5.4,1.6436,0.9985,-83.506,8.5,-1.1,0 0 0 0 0 0 0,-83.2761,,,9.5592,,5.5323,,8.3939,,7.0982,,-17.136,,-68.402,,-83.2761
2302,14736519,1186741,"NCGC",,Unspecified,,,"",2009/07/08,2,43,6.30957,Partial curve; high efficacy,-5.2,1.1,0.9967,-93.0941,5.8086,-2.1,0 0 0 0 0 0 0,-84.7594,,,6.8681,,9.0692,,1.2552,,-0.301,,-18.242,,-59.5308,,-84.7594
2303,14736515,1819215,"NCGC",,Unspecified,,,"",2009/07/08,2,86,1.99526,Complete curve; high efficacy,-5.7,1.6266,0.9957,-112.662,6.7519,-1.1,0 0 0 0 0 0 0,-111.788,,,-0.0464,,8.4701,,10.9739,,-2.1399,,-59.2537,,-106.113,,-111.788
2304,14736472,889070,"NCGC",,Unspecified,,,"",2009/07/08,2,42,7.94328,Partial curve; partial efficacy,-5.1,1.331,0.9972,-80.6871,2.5859,-2.2,0 0 0 0 0 0 0,-73.6325,,,3.0137,,0.444,,4.6494,,-0.6347,,-9.4355,,-48.1925,,-73.6325
2305,14736471,889087,"NCGC",,Unspecified,,,"",2009/07/08,2,64,1.99526,Complete curve; partial efficacy,-5.7,1.331,0.9978,-69.6033,18.9222,-1.2,0 0 0 0 0 0 0,-68.8685,,,20.3531,,18.6555,,14.1036,,9.9945,,-30.3754,,-60.6166,,-68.8685
2306,14736469,1302670,"NCGC",,Unspecified,,,"",2009/07/08,2,44,3.54813,Partial curve; partial efficacy,-5.45,0.8,0.9951,-86.6592,15.7446,-2.2,0 0 0 0 0 0 0,-75.966,,,11.5125,,18.9268,,10.0396,,-1.7213,,-25.3041,,-59.2027,,-75.966
2307,14736256,607981,"NCGC",,Unspecified,,,"",2009/07/08,2,43,7.94328,Partial curve; high efficacy,-5.1,0.9,0.9902,-108.331,16.8863,-2.1,0 0 0 0 0 0 0,-90.7295,,,14.7613,,18.2142,,10.1702,,15.036,,-18.8932,,-54.1456,,-90.7295
2308,14736080,970872,"NCGC",,Unspecified,,,"",2009/07/08,2,44,5.01187,Partial curve; high efficacy,-5.3,1.2221,0.9989,-110.23,8.0254,-2.1,0 0 0 0 0 0 0,-104.756,,,7.0133,,8.3585,,9.8921,,-0.1104,,-23.8539,,-78.2101,,-104.756
2309,14736071,971006,"NCGC",,Unspecified,,,"",2009/07/08,2,86,2.23872,Complete curve; high efficacy,-5.65,1,0.9992,-112.004,6.2035,-1.1,0 0 0 0 0 0 0,-106.496,,,4.5031,,6.2958,,1.2788,,-14.3815,,-52.3797,,-95.0284,,-106.496
2310,14736007,1335324,"NCGC",,Unspecified,,,"",2009/07/08,2,88,0.398107,Complete curve; high efficacy,-6.4,1.031,0.9974,-90.4817,9.1379,-1.1,0 0 0 0 0 0 0,-90.0567,,,7.1851,,5.3975,,-5.9285,,-47.482,,-73.4622,,-88.0396,,-90.0567
