GeneIndex	SideEffectIndex	Target	UMLS_CUI	SE_name	EF	Pvalue	Qvalue	ChiSquare	FunctionalAnnotation
3296	2724	HTR2A	C0027849	Neuroleptic malignant syndrome	3.38	1.6e-06	0.0073	23.1	Antagonist
3296	1411	HTR2A	C0015371	Extrapyramidal disorder	2.56	1.8e-09	8.8e-06	36.2	Antagonist
3296	1199	HTR2A	C0043352	Dry mouth	1.85	2.1e-13	1.9e-09	53.9	Binding
3296	2662	HTR2A	C0027424	Nasal congestion	2.27	6.9e-06	0.031	20.2	Antagonist
3296	2724	HTR2A	C0027849	Neuroleptic malignant syndrome	3.28	2.8e-11	2.5e-07	44.3	Binding
3296	995	HTR2A	C0423226	Corneal pigmentation	4.59	6.2e-07	0.0029	24.8	Antagonist
3296	2536	HTR2A	C0026205	Miosis	3.49	4.8e-06	0.022	20.9	Antagonist
3296	235	HTR2A	C0151500	Anticholinergic syndrome	2.34	5.1e-07	0.0041	25.2	Binding
3296	2620	HTR2A	C0026961	Mydriasis	2.45	1.1e-07	0.00092	28.2	Binding
3296	2875	HTR2A	C0020651	Orthostatic hypotension	2.27	3.3e-08	0.00016	30.5	Antagonist
3296	1930	HTR2A	C0020514	Hyperprolactinaemia	2.73	3.5e-08	0.00029	30.4	Binding
3296	1907	HTR2A	C0020443	Hypercholesterolaemia	3.63	2.8e-10	2.4e-06	39.8	Binding
3296	1568	HTR2A	C0235660	Galactorrhoea	2.54	1.6e-14	1.4e-10	59	Binding
3296	1411	HTR2A	C0015371	Extrapyramidal disorder	2.8	3.9e-22	3.7e-18	93.6	Binding
3296	4219	HTR2A	C0043094	Weight increased	1.91	2.7e-09	2.3e-05	35.4	Binding
3296	1568	HTR2A	C0235660	Galactorrhoea	2.38	7.6e-07	0.0036	24.5	Antagonist
3296	1719	HTR2A	C0018418	Gynaecomastia	1.86	4.3e-07	0.0034	25.6	Binding
3296	1274	HTR2A	C0855329	Electrocardiogram change	2.18	1.3e-07	0.0011	27.9	Binding
3296	2161	HTR2A	C0917801	Insomnia	1.75	2.4e-10	2.1e-06	40.1	Binding
3296	2439	HTR2A	C0338831	Mania	2.54	1.3e-07	0.0011	27.8	Binding
3296	2662	HTR2A	C0027424	Nasal congestion	2.26	2.5e-10	2.1e-06	40.1	Binding
3296	1268	HTR2A	C0235969	Ejaculation disorder	3.82	1.1e-09	5.3e-06	37.2	Antagonist
3296	3821	HTR2A	C0039231	Tachycardia	1.69	1.3e-08	0.00011	32.3	Binding
3296	1268	HTR2A	C0235969	Ejaculation disorder	3.44	6.5e-15	5.9e-11	60.7	Binding
3296	1505	HTR2A	C0016034	Fibrocystic breast disease	2.68	1.1e-08	9.7e-05	32.6	Binding
3296	2536	HTR2A	C0026205	Miosis	2.8	9.6e-07	0.0076	24	Binding
3297	2875	HTR2B	C0020651	Orthostatic hypotension	2.54	6.1e-07	0.0029	24.9	Antagonist
3297	1411	HTR2B	C0015371	Extrapyramidal disorder	2.26	4e-07	0.0032	25.7	Binding
3297	1199	HTR2B	C0043352	Dry mouth	1.91	2.4e-09	2.1e-05	35.6	Binding
3297	1219	HTR2B	C0013384	Dyskinesia	3.06	1.7e-07	0.0014	27.3	Binding
3297	2662	HTR2B	C0027424	Nasal congestion	2.34	3.6e-07	0.0029	25.9	Binding
3297	2875	HTR2B	C0020651	Orthostatic hypotension	2.23	2.8e-09	2.4e-05	35.3	Binding
3297	2161	HTR2B	C0917801	Insomnia	1.75	1.9e-06	0.015	22.7	Binding
3298	1568	HTR2C	C0235660	Galactorrhoea	2.04	6.3e-06	0.049	20.4	Binding
3298	2974	HTR2C	C0242422	Parkinsonism	2.46	2.6e-06	0.02	22.1	Binding
3298	1268	HTR2C	C0235969	Ejaculation disorder	3.32	9.8e-11	8.5e-07	41.9	Binding
3298	1199	HTR2C	C0043352	Dry mouth	1.84	1.5e-10	1.3e-06	41	Binding
3298	2161	HTR2C	C0917801	Insomnia	1.71	1.7e-07	0.0014	27.3	Binding
3298	1268	HTR2C	C0235969	Ejaculation disorder	3.76	1.2e-07	0.00058	28	Antagonist
3298	122	HTR2C	C0392156	Akathisia	2.65	2.2e-09	1.9e-05	35.8	Binding
3298	2339	HTR2C	C0154251	Lipid metabolism disorder	3.38	6.9e-07	0.0055	24.7	Binding
3298	1907	HTR2C	C0020443	Hypercholesterolaemia	4.12	5.1e-06	0.023	20.8	Antagonist
3298	3293	HTR2C	C0033975	Psychotic disorder	3.33	2.7e-05	0.019	17.6	Agonist
3298	3821	HTR2C	C0039231	Tachycardia	1.64	2.8e-06	0.022	21.9	Binding
3298	1411	HTR2C	C0015371	Extrapyramidal disorder	2.46	6e-07	0.0028	24.9	Antagonist
3298	1411	HTR2C	C0015371	Extrapyramidal disorder	2.36	1.9e-10	1.6e-06	40.6	Binding
3298	2875	HTR2C	C0020651	Orthostatic hypotension	3.6	4.9e-05	0.034	16.5	Agonist
3298	3827	HTR2C	C0686347	Tardive dyskinesia	2.34	4.1e-06	0.032	21.2	Binding
3298	1568	HTR2C	C0235660	Galactorrhoea	2.41	6.7e-06	0.03	20.3	Antagonist
3298	1907	HTR2C	C0020443	Hypercholesterolaemia	3.39	6e-07	0.0048	24.9	Binding
3298	1238	HTR2C	C0393593	Dystonia	2.35	1.1e-06	0.0089	23.7	Binding
3298	2724	HTR2C	C0027849	Neuroleptic malignant syndrome	3.2	2.1e-08	0.00017	31.4	Binding
3298	2875	HTR2C	C0020651	Orthostatic hypotension	2.51	4.2e-09	2.1e-05	34.5	Antagonist
3298	2875	HTR2C	C0020651	Orthostatic hypotension	2.39	5.1e-15	4.7e-11	61.2	Binding
3298	2724	HTR2C	C0027849	Neuroleptic malignant syndrome	3.66	1.9e-06	0.0087	22.7	Antagonist
3300	1396	HTR3B	C0235146	Euphoric mood	3.41	3.4e-06	0.027	21.6	Binding
3303	122	HTR6	C0392156	Akathisia	4.05	2e-07	0.00095	27	Antagonist
3303	2724	HTR6	C0027849	Neuroleptic malignant syndrome	4.91	5.4e-11	4.7e-07	43	Binding
3303	1199	HTR6	C0043352	Dry mouth	1.97	1.1e-06	0.0084	23.8	Binding
3303	122	HTR6	C0392156	Akathisia	3.81	1.8e-11	1.6e-07	45.1	Binding
3303	3827	HTR6	C0686347	Tardive dyskinesia	4.32	4.1e-08	2e-04	30.1	Antagonist
3303	2974	HTR6	C0242422	Parkinsonism	4.03	2.4e-06	0.011	22.2	Antagonist
3303	1568	HTR6	C0235660	Galactorrhoea	2.64	2.8e-06	0.022	21.9	Binding
3303	2875	HTR6	C0020651	Orthostatic hypotension	2.87	1.9e-06	0.0088	22.7	Antagonist
3303	1411	HTR6	C0015371	Extrapyramidal disorder	2.6	8.6e-07	0.0068	24.2	Binding
3303	2875	HTR6	C0020651	Orthostatic hypotension	2.41	2.2e-07	0.0018	26.9	Binding
3303	2974	HTR6	C0242422	Parkinsonism	3.89	6.7e-10	5.8e-06	38.1	Binding
3303	3827	HTR6	C0686347	Tardive dyskinesia	4	8.1e-12	7.2e-08	46.7	Binding
3303	1238	HTR6	C0393593	Dystonia	3.14	4e-07	0.0032	25.7	Binding
3304	1238	HTR7	C0393593	Dystonia	2.74	5.7e-07	0.0046	25	Binding
3304	2875	HTR7	C0020651	Orthostatic hypotension	2.16	2.7e-07	0.0022	26.5	Binding
3304	122	HTR7	C0392156	Akathisia	3.32	1.8e-11	1.6e-07	45.1	Binding
3304	2974	HTR7	C0242422	Parkinsonism	3.11	5e-08	0.00042	29.7	Binding
3304	1268	HTR7	C0235969	Ejaculation disorder	3.25	7.6e-07	0.0061	24.5	Binding
3304	2724	HTR7	C0027849	Neuroleptic malignant syndrome	3.62	1.2e-07	0.001	28	Binding
3304	3827	HTR7	C0686347	Tardive dyskinesia	3.02	3.2e-08	0.00027	30.6	Binding
3622	3808	KCNH1	C0039070	Syncope	3.89	4.8e-06	0.022	20.9	Antagonist
3623	1282	KCNH2	C0151878	Electrocardiogram QT prolonged	5.7	5.7e-10	4.9e-06	38.4	Binding
3627	1934	KCNJ1	C0020517	Hypersensitivity	4.15	4.6e-12	4.1e-08	47.8	Binding
3627	1934	KCNJ1	C0020517	Hypersensitivity	7.34	7.8e-15	3.9e-11	60.4	Antagonist
3629	1978	KCNJ11	C0020615	Hypoglycaemia	16.91	6.4e-41	6.3e-37	179.4	Binding
3653	1952	KCNMA1	C0740394	Hyperuricaemia	12.71	7.9e-23	7.5e-19	96.7	Binding
3653	1986	KCNMA1	C0020621	Hypokalaemia	8.85	2.7e-18	2.6e-14	76.1	Binding
3653	3333	KCNMA1	C0268104	Purine metabolism disorder	28.58	7.3e-60	7.2e-56	266.3	Binding
3653	2938	KCNMA1	C0030305	Pancreatitis	9.72	1.2e-18	1.1e-14	77.7	Binding
3653	1696	KCNMA1	C0018099	Gout	14.4	7.2e-29	6.9e-25	124.3	Binding
3673	2888	KDR	C0029445	Osteonecrosis	47.13	2.2e-100	2.1e-96	452.4	Binding
3673	2793	KDR	C0013604	Oedema	4.66	1.1e-16	5.6e-13	68.8	Antagonist
3673	1938	KDR	C0020538	Hypertension	4.2	1.2e-11	1.1e-07	46	Binding
3673	1912	KDR	C0020456	Hyperglycaemia	4.33	2.6e-09	1.3e-05	35.4	Antagonist
3673	159	KDR	C0002453	Amenorrhoea	4.31	4.3e-08	0.00036	30	Binding
3673	2888	KDR	C0029445	Osteonecrosis	49.63	5.9e-106	3.1e-102	478	Antagonist
3673	3627	KDR	C0151514	Skin atrophy	46.19	4.4e-156	4.4e-152	708.4	Binding
3673	2793	KDR	C0013604	Oedema	4.4	1.6e-16	1.5e-12	68.1	Binding
3673	1946	KDR	C0020555	Hypertrichosis	41.32	1.2e-130	6.1e-127	591.5	Antagonist
3673	1986	KDR	C0020621	Hypokalaemia	8.34	4.4e-17	2.2e-13	70.6	Antagonist
3673	103	KDR	C0001621	Adrenal disorder	27.9	1.9e-75	1e-71	337.8	Antagonist
3673	106	KDR	C0001623	Adrenal insufficiency	27.37	6.3e-74	3.2e-70	330.8	Antagonist
3673	2488	KDR	C0025345	Menstrual disorder	3.67	1.9e-06	0.015	22.7	Binding
3673	582	KDR	C0005940	Bone disorder	30.04	3e-69	1.5e-65	309.4	Antagonist
3673	103	KDR	C0001621	Adrenal disorder	28.97	2.2e-78	2.2e-74	351.3	Binding
3673	2605	KDR	C0151786	Muscular weakness	8.03	2e-20	1.9e-16	85.8	Binding
3673	1396	KDR	C0235146	Euphoric mood	6.56	7.7e-13	3.8e-09	51.4	Antagonist
3673	582	KDR	C0005940	Bone disorder	24.68	2.6e-56	2.6e-52	250	Binding
3673	3830	KDR	C0039446	Telangiectasia	51.16	5.6e-152	5.6e-148	689.5	Binding
3673	1022	KDR	C0332601	Cushingoid	51.63	1.7e-218	8.7e-215	995.5	Antagonist
3673	2891	KDR	C0029456	Osteoporosis	42.19	1.2e-159	1.2e-155	724.9	Binding
3673	1946	KDR	C0020555	Hypertrichosis	35.18	1.8e-110	1.8e-106	498.7	Binding
3673	1022	KDR	C0332601	Cushingoid	44.85	9.8e-189	9.7e-185	858.6	Binding
3673	3790	KDR	C0038826	Superinfection	21.71	6.5e-45	3.3e-41	197.7	Antagonist
3673	2196	KDR	C0151740	Intracranial pressure increased	14.41	3.7e-26	3.5e-22	111.9	Binding
3673	2939	KDR	C0001339	Pancreatitis acute	22.59	2.7e-51	2.6e-47	227	Binding
3673	2605	KDR	C0151786	Muscular weakness	9.25	3.9e-24	2e-20	102.7	Antagonist
3673	2196	KDR	C0151740	Intracranial pressure increased	16.76	7.9e-31	4.1e-27	133.3	Antagonist
3673	3014	KDR	C0030920	Peptic ulcer	14.46	2.7e-26	1.4e-22	112.5	Antagonist
3673	1317	KDR	C0014130	Endocrine disorder	5.29	1.4e-17	7e-14	72.9	Antagonist
3673	3790	KDR	C0038826	Superinfection	23.8	2e-49	2e-45	218.4	Binding
3673	2488	KDR	C0025345	Menstrual disorder	4	2.6e-07	0.0013	26.5	Antagonist
3673	1938	KDR	C0020538	Hypertension	4.88	5.5e-13	2.7e-09	52	Antagonist
3673	1912	KDR	C0020456	Hyperglycaemia	3.93	4.2e-08	0.00035	30	Binding
3673	159	KDR	C0002453	Amenorrhoea	4.54	1.2e-08	5.6e-05	32.6	Antagonist
3673	3014	KDR	C0030920	Peptic ulcer	12.88	3.7e-23	3.5e-19	98.2	Binding
3673	3627	KDR	C0151514	Skin atrophy	52.88	1.4e-179	7.4e-176	816.5	Antagonist
3673	106	KDR	C0001623	Adrenal insufficiency	28.79	7e-78	6.9e-74	349	Binding
3673	3830	KDR	C0039446	Telangiectasia	55.49	2.4e-165	1.2e-161	751.1	Antagonist
3673	1986	KDR	C0020621	Hypokalaemia	7.19	1.7e-15	1.5e-11	63.4	Binding
3673	3656	KDR	C0152459	Skin striae	44.79	6.4e-114	6.4e-110	514.6	Binding
3673	2939	KDR	C0001339	Pancreatitis acute	25.93	2.3e-59	1.2e-55	264	Antagonist
3673	1396	KDR	C0235146	Euphoric mood	5.61	1.4e-10	1.3e-06	41.1	Binding
3673	3656	KDR	C0152459	Skin striae	50.84	7.3e-130	3.8e-126	587.9	Antagonist
3673	1317	KDR	C0014130	Endocrine disorder	5.1	1.1e-16	1e-12	68.8	Binding
3673	2891	KDR	C0029456	Osteoporosis	47.28	8.7e-180	4.5e-176	817.4	Antagonist
9679	1934	LACTB	C0020517	Hypersensitivity	4.23	1.7e-08	0.00014	31.8	Binding
4029	3293	MAOA	C0033975	Psychotic disorder	3.31	7.1e-09	6e-05	33.5	Binding
4029	2211	MAOA	C0022107	Irritability	4.57	7.5e-07	0.006	24.5	Binding
4029	2439	MAOA	C0338831	Mania	4.3	2.4e-06	0.019	22.2	Binding
4029	1199	MAOA	C0043352	Dry mouth	2.46	6.8e-08	0.00056	29.1	Binding
4029	1913	MAOA	C0020458	Hyperhidrosis	2.79	1.1e-06	0.0087	23.8	Binding
4029	3293	MAOA	C0033975	Psychotic disorder	3.16	3.3e-06	0.015	21.6	Antagonist
4030	3293	MAOB	C0033975	Psychotic disorder	3.12	9.2e-06	0.041	19.7	Antagonist
4030	2439	MAOB	C0338831	Mania	4.57	7.3e-07	0.0059	24.5	Binding
4030	3293	MAOB	C0033975	Psychotic disorder	3.36	1e-08	8.8e-05	32.8	Binding
4069	13	MAPK14	C0232492	Abdominal pain upper	3.96	3.2e-06	0.025	21.7	Binding
10662	595	NISCH	C0428977	Bradycardia	4.65	5e-07	0.0041	25.2	Binding
4668	1823	NR1I2	C0019158	Hepatitis	4.43	1.2e-06	0.00093	23.6	Agonist
4668	1823	NR1I2	C0019158	Hepatitis	4.73	1.7e-08	0.00014	31.8	Binding
4677	2891	NR3C1	C0029456	Osteoporosis	39.6	3.3e-289	3.3e-285	1320.9	Binding
4677	2793	NR3C1	C0013604	Oedema	4.18	2.7e-13	2.4e-10	53.4	Agonist
4677	3627	NR3C1	C0151514	Skin atrophy	25.1	1.7e-83	1.6e-80	374.7	Agonist
4677	1717	NR3C1	C0151686	Growth retardation	20.44	2.7e-58	2.6e-54	259.1	Binding
4677	2488	NR3C1	C0025345	Menstrual disorder	4.89	1.1e-24	1.1e-20	105.1	Binding
4677	46	NR3C1	C0702166	Acne	10.42	2.7e-33	2.6e-29	144.6	Binding
4677	2067	NR3C1	C0232461	Increased appetite	4.17	3.4e-07	0.0028	26	Binding
4677	2488	NR3C1	C0025345	Menstrual disorder	7.78	3.6e-21	3.2e-18	89.2	Agonist
4677	2891	NR3C1	C0029456	Osteoporosis	22.36	2.5e-78	2.3e-75	351	Agonist
4677	1946	NR3C1	C0020555	Hypertrichosis	34.86	2.6e-224	2.6e-220	1022.3	Binding
4677	2888	NR3C1	C0029445	Osteonecrosis	37.43	4.3e-80	4e-77	359.2	Agonist
4677	3627	NR3C1	C0151514	Skin atrophy	45.77	4.20000017840362e-317	4.19999999999652e-313	1449.3	Binding
4677	743	NR3C1	C0086543	Cataract	10.16	5.9e-36	5.8e-32	156.7	Binding
4677	1361	NR3C1	C1960509	Epidural lipomatosis	40.96	1.5e-95	1.5e-91	430.1	Binding
4677	1545	NR3C1	C0016514	Foot and mouth disease	7.51	1.3e-12	1.2e-08	50.3	Binding
4677	1022	NR3C1	C0332601	Cushingoid	46.55	0	0	1922.5	Binding
4677	106	NR3C1	C0001623	Adrenal insufficiency	30.57	7.4e-183	7.4e-179	831.6	Binding
4677	1228	NR3C1	C1527344	Dysphonia	28.55	4.5e-83	4.4e-79	372.9	Binding
4677	2841	NR3C1	C0006849	Oral candidiasis	32.81	3.2e-69	3.2e-65	309.2	Binding
4677	1986	NR3C1	C0020621	Hypokalaemia	5.51	9e-09	7.5e-06	33	Agonist
4677	3830	NR3C1	C0039446	Telangiectasia	30.44	1.8e-83	1.7e-80	374.6	Agonist
4677	3656	NR3C1	C0152459	Skin striae	51.21	2.70000000000129e-313	2.7e-309	1431.7	Binding
4677	103	NR3C1	C0001621	Adrenal disorder	21.53	2.8e-87	2.8e-83	392.2	Binding
4677	1912	NR3C1	C0020456	Hyperglycaemia	8.33	1e-28	9.4e-26	123.6	Agonist
4677	2888	NR3C1	C0029445	Osteonecrosis	38.21	2.6e-136	2.6e-132	617.5	Binding
4677	2605	NR3C1	C0151786	Muscular weakness	7.69	2.4e-37	2.4e-33	163.1	Binding
4677	1396	NR3C1	C0235146	Euphoric mood	3.51	7.2e-05	0.048	15.8	Agonist
4677	3585	NR3C1	C0243026	Sepsis	12.15	3.1e-26	3e-22	112.3	Binding
4677	3656	NR3C1	C0152459	Skin striae	30.89	3.7e-91	3.5e-88	410	Agonist
4677	1986	NR3C1	C0020621	Hypokalaemia	5.75	9.7e-19	9.1e-15	78.1	Binding
4677	2605	NR3C1	C0151786	Muscular weakness	7.83	1.2e-22	1.1e-19	95.9	Agonist
4677	3830	NR3C1	C0039446	Telangiectasia	50.68	5.40000000000001e-310	5.4e-306	1416.5	Binding
4677	1368	NR3C1	C0014591	Epistaxis	6.42	1.6e-14	1.4e-10	59	Binding
4677	2753	NR3C1	C0854100	Nitrogen balance negative	37.07	4e-109	4e-105	492.5	Binding
4677	2939	NR3C1	C0001339	Pancreatitis acute	20.02	1.3e-41	1.2e-38	182.7	Agonist
4677	3790	NR3C1	C0038826	Superinfection	25.44	6e-64	5.6e-61	285	Agonist
4677	103	NR3C1	C0001621	Adrenal disorder	25.38	1.2e-58	1.1e-55	260.7	Agonist
4677	2931	NR3C1	C0030286	Pancreatic disorder	8.14	1.3e-16	1.2e-12	68.5	Binding
4677	3014	NR3C1	C0030920	Peptic ulcer	12.76	1.1e-46	1e-42	206	Binding
4677	1938	NR3C1	C0020538	Hypertension	3.12	1.2e-10	1e-06	41.5	Binding
4677	1521	NR3C1	C0268000	Fluid retention	17.37	1.1e-55	1.1e-51	247.1	Binding
4677	1301	NR3C1	C0549124	Embolism arterial	16.27	8e-52	7.9e-48	229.4	Binding
4677	106	NR3C1	C0001623	Adrenal insufficiency	32.95	2.4e-104	2.3e-101	470.5	Agonist
4677	2939	NR3C1	C0001339	Pancreatitis acute	18.66	4.2e-71	4.1e-67	317.9	Binding
4677	2049	NR3C1	C0151692	Impaired healing	4.95	4e-11	3.5e-07	43.6	Binding
4677	1317	NR3C1	C0014130	Endocrine disorder	5.39	9.1e-38	8.9e-34	165	Binding
4677	159	NR3C1	C0002453	Amenorrhoea	10.15	2.7e-25	2.4e-22	108	Agonist
4677	582	NR3C1	C0005940	Bone disorder	15.28	1.5e-42	1.5e-38	186.9	Binding
4677	2793	NR3C1	C0013604	Oedema	3.71	3.4e-21	3.2e-17	89.3	Binding
4677	1317	NR3C1	C0014130	Endocrine disorder	12.08	4.1e-51	3.8e-48	226.1	Agonist
4677	1912	NR3C1	C0020456	Hyperglycaemia	4.67	9.6e-24	9.2e-20	100.9	Binding
4677	1672	NR3C1	C0017601	Glaucoma	24.45	6.7e-51	6.6e-47	225.2	Binding
4677	1561	NR3C1	C0026946	Fungal infection	12.5	2e-22	1.9e-18	94.9	Binding
4677	3790	NR3C1	C0038826	Superinfection	22.5	1.6e-91	1.5e-87	411.7	Binding
4677	2196	NR3C1	C0151740	Intracranial pressure increased	12.85	2.8e-42	2.8e-38	185.6	Binding
4677	1396	NR3C1	C0235146	Euphoric mood	5.09	1.1e-16	1.1e-12	68.7	Binding
4677	1096	NR3C1	C0011570	Depression	2.49	1.1e-07	0.00091	28.2	Binding
4677	1022	NR3C1	C0332601	Cushingoid	25.29	1e-104	9.6e-102	472.3	Agonist
4677	159	NR3C1	C0002453	Amenorrhoea	4.11	6.9e-14	6.2e-10	56.1	Binding
4677	1946	NR3C1	C0020555	Hypertrichosis	32.95	2.4e-104	2.3e-101	470.5	Agonist
4677	2196	NR3C1	C0151740	Intracranial pressure increased	8.61	2.1e-16	1.8e-13	67.5	Agonist
4677	743	NR3C1	C0086543	Cataract	18.42	1e-41	9.5e-39	183.1	Agonist
4677	1553	NR3C1	C0016658	Fracture	44.65	2.2e-104	2.1e-100	470.8	Binding
4677	683	NR3C1	C0006705	Calcium metabolism disorder	44.65	2.2e-104	2.1e-100	470.8	Binding
4678	3014	NR3C2	C0030920	Peptic ulcer	12.78	2.5e-25	2.4e-21	108.2	Binding
4678	1022	NR3C2	C0332601	Cushingoid	34.67	4.8e-123	4.8e-119	556.5	Binding
4678	1396	NR3C2	C0235146	Euphoric mood	4.64	1.2e-07	0.001	28	Binding
4678	46	NR3C2	C0702166	Acne	15.81	4.2e-44	4.1e-40	194	Binding
4678	1301	NR3C2	C0549124	Embolism arterial	20.91	3e-47	3e-43	208.4	Binding
4678	1096	NR3C2	C0011570	Depression	3.02	1.2e-07	0.001	28	Binding
4678	159	NR3C2	C0002453	Amenorrhoea	4.79	2.6e-11	2.3e-07	44.5	Binding
4678	2605	NR3C2	C0151786	Muscular weakness	6.76	1.8e-15	1.6e-11	63.3	Binding
4678	1317	NR3C2	C0014130	Endocrine disorder	4.39	5.9e-13	5.3e-09	51.9	Binding
4678	106	NR3C2	C0001623	Adrenal insufficiency	22.26	1.7e-50	1.7e-46	223.3	Binding
4678	1912	NR3C2	C0020456	Hyperglycaemia	4.02	2.3e-09	1.9e-05	35.7	Binding
4678	2793	NR3C2	C0013604	Oedema	3.67	9.8e-12	8.6e-08	46.4	Binding
4678	2891	NR3C2	C0029456	Osteoporosis	36.05	3.6e-128	3.6e-124	580.1	Binding
4678	1986	NR3C2	C0020621	Hypokalaemia	4.99	1.2e-07	0.00094	28.1	Binding
4678	2488	NR3C2	C0025345	Menstrual disorder	6.1	4.4e-23	4.2e-19	97.9	Binding
4792	3269	OPRD1	C0033774	Pruritus	2.82	9.2e-06	0.0069	19.7	Agonist
4792	1396	OPRD1	C0235146	Euphoric mood	4.28	1.6e-07	0.00013	27.4	Agonist
4792	1913	OPRD1	C0020458	Hyperhidrosis	3.06	1.2e-14	1.1e-10	59.5	Binding
4792	4010	OPRD1	C0948226	Ureteral spasm	33.62	4.2e-140	4.2e-136	634.9	Binding
4792	430	OPRD1	C0151824	Biliary colic	29.02	5.1e-120	5e-116	542.6	Binding
4792	4230	OPRD1	C0038587	Withdrawal syndrome	19.42	2e-36	1.8e-33	158.9	Agonist
4792	2146	OPRD1	C0151828	Injection site pain	3.56	6.6e-10	5.7e-06	38.1	Binding
4792	1063	OPRD1	C1306577	Death	3.72	1.3e-10	1.1e-06	41.3	Binding
4792	2141	OPRD1	C0521498	Injection site irritation	13.46	1.2e-49	1.2e-45	219.4	Binding
4792	1193	OPRD1	C0013220	Drug tolerance	14.27	5.6e-53	5.6e-49	234.7	Binding
4792	1913	OPRD1	C0020458	Hyperhidrosis	2.81	5.3e-06	0.004	20.7	Agonist
4792	3269	OPRD1	C0033774	Pruritus	2.42	1.4e-08	0.00012	32.2	Binding
4792	1091	OPRD1	C0439857	Dependence	8.42	5.4e-59	5.3e-55	262.3	Binding
4792	2008	OPRD1	C0413252	Hypothermia	4.51	3.9e-17	3.6e-13	70.8	Binding
4792	3601	OPRD1	C0036974	Shock	6.87	4.6e-29	4.5e-25	125.2	Binding
4792	1240	OPRD1	C0013428	Dysuria	2.51	1.5e-06	0.012	23.2	Binding
4792	2196	OPRD1	C0151740	Intracranial pressure increased	7.96	1.3e-13	1.1e-10	54.9	Agonist
4792	595	OPRD1	C0428977	Bradycardia	2.72	3.5e-05	0.025	17.1	Agonist
4792	1091	OPRD1	C0439857	Dependence	10.85	3.5e-19	1.8e-15	80.1	Antagonist
4792	1091	OPRD1	C0439857	Dependence	3.58	2e-08	1.6e-05	31.5	Agonist
4792	4010	OPRD1	C0948226	Ureteral spasm	17.31	3.2e-32	2.9e-29	139.6	Agonist
4792	3601	OPRD1	C0036974	Shock	4.78	1.1e-08	9.1e-06	32.7	Agonist
4792	2875	OPRD1	C0020651	Orthostatic hypotension	4.21	1.9e-08	1.6e-05	31.6	Agonist
4792	787	OPRD1	C0007820	Cerebrovascular disorder	8.24	1.1e-26	1e-22	114.4	Binding
4792	441	OPRD1	C0005686	Bladder disorder	8.33	1.3e-25	1.2e-21	109.5	Binding
4792	2196	OPRD1	C0151740	Intracranial pressure increased	13.01	4.5e-55	4.5e-51	244.3	Binding
4792	3442	OPRD1	C0235063	Respiratory depression	7.82	1.1e-61	1.1e-57	274.6	Binding
4792	2492	OPRD1	C0004936	Mental disorder	2.44	5.2e-07	0.0041	25.2	Binding
4792	430	OPRD1	C0151824	Biliary colic	15.93	1.8e-29	1.7e-26	127	Agonist
4792	595	OPRD1	C0428977	Bradycardia	2.9	1.3e-11	1.2e-07	45.7	Binding
4792	2146	OPRD1	C0151828	Injection site pain	3.7	3e-05	0.021	17.4	Agonist
4792	2536	OPRD1	C0026205	Miosis	16.16	1.7e-42	1.5e-39	186.7	Agonist
4792	1396	OPRD1	C0235146	Euphoric mood	4.59	2.7e-16	2.5e-12	67	Binding
4792	2825	OPRD1	C0028961	Oliguria	11.21	4.4e-20	3.9e-17	84.2	Agonist
4792	1106	OPRD1	C0011616	Dermatitis contact	7.15	9.2e-25	8.8e-21	105.6	Binding
4792	2008	OPRD1	C0413252	Hypothermia	10.07	1.3e-19	1.1e-16	82.1	Agonist
4792	4230	OPRD1	C0038587	Withdrawal syndrome	22.32	8.5e-91	8.4e-87	408.3	Binding
4792	787	OPRD1	C0007820	Cerebrovascular disorder	4.4	1.4e-06	0.0011	23.3	Agonist
4792	966	OPRD1	C0009806	Constipation	1.98	4.3e-08	0.00036	30	Binding
4792	3693	OPRD1	C2830004	Somnolence	1.84	4.4e-07	0.0035	25.5	Binding
4792	3442	OPRD1	C0235063	Respiratory depression	4.17	4.5e-11	3.9e-08	43.4	Agonist
4792	4050	OPRD1	C0042109	Urticaria	3.56	3.1e-06	0.0024	21.8	Agonist
4792	2825	OPRD1	C0028961	Oliguria	10.36	1.1e-38	1.1e-34	169.2	Binding
4792	1106	OPRD1	C0011616	Dermatitis contact	10.34	2.4e-18	2.1e-15	76.3	Agonist
4792	3442	OPRD1	C0235063	Respiratory depression	9.43	5e-23	2.6e-19	97.6	Antagonist
4792	2598	OPRD1	C0037763	Muscle spasms	3.71	4.1e-10	3.6e-06	39	Binding
4792	2536	OPRD1	C0026205	Miosis	12.43	1.3e-77	1.3e-73	347.8	Binding
4792	2875	OPRD1	C0020651	Orthostatic hypotension	2.25	4e-06	0.031	21.3	Binding
4793	3269	OPRK1	C0033774	Pruritus	2.29	2.5e-08	0.00021	31.1	Binding
4793	2536	OPRK1	C0026205	Miosis	11.65	1.9e-78	1.9e-74	351.6	Binding
4793	1091	OPRK1	C0439857	Dependence	11.92	1.7e-23	8.8e-20	99.8	Antagonist
4793	595	OPRK1	C0428977	Bradycardia	2.89	3.4e-13	3e-09	53	Binding
4793	4230	OPRK1	C0038587	Withdrawal syndrome	22.88	1.4e-111	1.4e-107	503.9	Binding
