Index	UMLS_CUI	SE_name
1646	C0744369	Genital lesion
1647	C0239725	Genital pain
1648	C0239729	Genital rash
1649	C1963789	Genital swelling
1650	C0151281	Genital ulceration
1651	C0589616	Genitourinary chlamydia infection
1652	C1279247	Genitourinary tract infection
1653	C0042065	Genitourinary tract neoplasm
1654	C0085207	Gestational diabetes
1655	C0340274	Gestational hypertension
1656	C0017551	Gilbert's syndrome
1657	C0149892	Gingival abscess
1658	C0017565	Gingival bleeding
1659	C0877639	Gingival blister
1660	C0017563	Gingival disorder
1661	C0239735	Gingival erythema
1662	C0017566	Gingival hyperplasia
1663	C0017567	Gingival hypertrophy
1664	C0744403	Gingival infection
1665	C0277986	Gingival oedema
1666	C0239739	Gingival pain
1667	C0017572	Gingival recession
1668	C0235324	Gingival swelling
1669	C0392378	Gingival ulceration
1670	C0017574	Gingivitis
1671	C1142017	Glabellar reflex abnormal
1672	C0017601	Glaucoma
1673	C0017636	Glioblastoma
1674	C1621958	Glioblastoma multiforme
1675	C0017638	Glioma
1676	C0151665	Globulins decreased
1677	C0853068	Glomerular filtration rate decreased
1678	C0017658	Glomerulonephritis
1679	C0017662	Glomerulonephritis membranoproliferative
1680	C0017665	Glomerulonephritis membranous
1681	C1704320	Glomerulonephritis minimal lesion
1682	C0221239	Glomerulonephritis rapidly progressive
1683	C0268731	Glomerulonephropathy
1684	C0017675	Glossitis
1685	C0017672	Glossodynia
1686	C0852696	Glucocorticoids decreased
1687	C2939465	Glucose-6-phosphate dehydrogenase deficiency
1688	C0151671	Glucose tolerance decreased
1689	C0271650	Glucose tolerance impaired
1690	C0017979	Glycosuria
1691	C0855304	Glycosylated haemoglobin decreased
1692	C0239940	Glycosylated haemoglobin increased
1693	C0018021	Goitre
1694	C0018081	Gonorrhoea
1695	C0403529	Goodpasture's syndrome
1696	C0018099	Gout
1697	C0003868	Gouty arthritis
1698	C0221248	Gouty tophus
1699	C0274312	Graft complication
1700	C1167870	Graft dysfunction
1701	C0877042	Graft loss
1702	C0919939	Graft thrombosis
1703	C0018133	Graft versus host disease
1704	C0014549	Grand mal convulsion
1705	C1282609	Granulocytosis
1706	C0018188	Granuloma
1707	C0085074	Granuloma annulare
1708	C0151684	Granuloma skin
1709	C3495801	Granulomatosis with polyangiitis
1710	C0860210	Granulomatous liver disease
1711	C0235437	Gravitational oedema
1712	C0270276	Grey syndrome neonatal
1713	C0239779	Grimacing
1714	C0239783	Groin pain
1715	C0151685	Growth accelerated
1716	C0423847	Growth of eyelashes
1717	C0151686	Growth retardation
1718	C0018378	Guillain-Barre syndrome
1719	C0018418	Gynaecomastia
1720	C0018916	Haemangioma
1721	C0235753	Haemangioma congenital
1722	C0018924	Haemarthrosis
1723	C0018926	Haematemesis
1724	C0018932	Haematochezia
1725	C0744727	Haematocrit decreased
1726	C0239935	Haematocrit increased
1727	C0376545	Haematological malignancy
1728	C1112712	Haematology test abnormal
1729	C0018944	Haematoma
1730	C0149707	Haematospermia
1731	C0920103	Haematotoxicity
1732	C0018965	Haematuria
1733	C0018994	Haemobilia
1734	C0018995	Haemochromatosis
1735	C0948268	Haemodynamic instability
1736	C0518015	Haemoglobin
1737	C0349705	Haemoglobin abnormal
1738	C0162119	Haemoglobin decreased
1739	C0549448	Haemoglobin increased
1740	C0474529	Haemoglobin normal
1741	C0235573	Haemoglobinaemia
1742	C0019048	Haemoglobinuria
1743	C0019054	Haemolysis
1744	C0002878	Haemolytic anaemia
1745	C0019061	Haemolytic uraemic syndrome
1746	C0684275	Haemophilia
1747	C0019079	Haemoptysis
1748	C0019080	Haemorrhage
1749	C0269596	Haemorrhage in pregnancy
1750	C0151699	Haemorrhage intracranial
1751	C0854107	Haemorrhage subcutaneous
1752	C0235620	Haemorrhage urinary tract
1753	C0948824	Haemorrhagic anaemia
1754	C0019087	Haemorrhagic disorder
1755	C2242494	Haemorrhagic erosive gastritis
1756	C0473311	Haemorrhagic ovarian cyst
1757	C0553692	Haemorrhagic stroke
1758	C1167785	Haemorrhagic urticaria
1759	C0265031	Haemorrhoidal haemorrhage
1760	C0019112	Haemorrhoids
1761	C0019123	Haemothorax
1762	C0474378	Hair colour changes
1763	C0018500	Hair disorder
1764	C0232409	Hair growth abnormal
1765	C0235807	Hair texture abnormal
1766	C0018524	Hallucination
1767	C0233762	Hallucination, auditory
1768	C0233767	Hallucination, tactile
1769	C0233763	Hallucination, visual
1770	C0855223	Hallucinations, mixed
1771	C0422974	Halo vision
1772	C0018552	Hamartoma
1773	C0852711	Hand and foot syndrome secondary to sickle cell anaemia
1774	C0239816	Hand dermatitis
1775	C0435632	Hand fracture
1776	C0221100	Hangover
1777	C0236061	Haptoglobin increased
1778	C0235002	Head discomfort
1779	C0018674	Head injury
1780	C1141884	Head lag abnormal
1781	C1608410	Head titubation
1782	C0018681	Headache
1783	C1384666	Hearing impaired
1784	C0919661	Heart alternation
1785	C0152021	Heart disease congenital
1786	C1744601	Heart rate abnormal
1787	C0237314	Heart rate irregular
1788	C0577822	Heart sounds abnormal
1789	C0018839	Heat exhaustion
1790	C0018843	Heat stroke
1791	C0343378	Helicobacter gastritis
1792	C0079487	Helicobacter infection
1793	C0162739	HELLP syndrome
1794	C0018979	Hemianopia
1795	C0018989	Hemiparesis
1796	C0018991	Hemiplegia
1797	C0034152	Henoch-Schonlein purpura
1798	C0272285	Heparin-induced thrombocytopenia
1799	C0541760	Hepatic adenoma
1800	C0345907	Hepatic angiosarcoma
1801	C0392106	Hepatic artery thrombosis
1802	C0391996	Hepatic atrophy
1803	C0345904	Hepatic cancer
1804	C0856554	Hepatic cancer metastatic
1805	C0023890	Hepatic cirrhosis
1806	C0267821	Hepatic congestion
1807	C0267834	Hepatic cyst
1808	C0019151	Hepatic encephalopathy
1809	C0438237	Hepatic enzyme abnormal
1810	C1261989	Hepatic enzyme decreased
1811	C0235996	Hepatic enzyme increased
1812	C0085605	Hepatic failure
1813	C0239946	Hepatic fibrosis
1814	C0086565	Hepatic function abnormal
1815	C0235912	Hepatic haemorrhage
1816	C1611157	Hepatic infiltration eosinophilic
1817	C0151798	Hepatic necrosis
1818	C0023903	Hepatic neoplasm
1819	C0522067	Hepatic pain
1820	C2711227	Hepatic steatosis
1821	C1142158	Hepatic vein occlusion
1822	C0019154	Hepatic vein thrombosis
1823	C0019158	Hepatitis
1824	C0019159	Hepatitis A
1825	C0267797	Hepatitis acute
1826	C0019187	Hepatitis alcoholic
1827	C0019163	Hepatitis B
1828	C0392390	Hepatitis B e antigen positive
1829	C0149709	Hepatitis B surface antigen positive
1830	C0019196	Hepatitis C
1831	C0281863	Hepatitis C antibody positive
1832	C0149904	Hepatitis cholestatic
1833	C0520463	Hepatitis chronic active
1834	C0854495	Hepatitis F
1835	C0302809	Hepatitis fulminant
1836	C0019193	Hepatitis toxic
1837	C0042721	Hepatitis viral
1838	C0267792	Hepatobiliary disease
1839	C0206624	Hepatoblastoma
1840	C2239176	Hepatocellular carcinoma
1841	C0151763	Hepatocellular injury
1842	C0019209	Hepatomegaly
1843	C0019212	Hepatorenal syndrome
1844	C1333984	Hepatosplenic T-cell lymphoma
1845	C0019214	Hepatosplenomegaly
1846	C0235378	Hepatotoxicity
1847	C0019243	Hereditary angioedema
1848	C0019270	Hernia
1849	C0235832	Hernia congenital
1850	C0877134	Hernia pain
1851	C0019338	Herpangina
1852	C1262170	Herpes dermatitis
1853	C0019348	Herpes simplex
1854	C0276226	Herpes simplex encephalitis
1855	C1963747	Herpes simplex hepatitis
1856	C0019372	Herpes virus infection
1857	C0019360	Herpes zoster
1858	C3489393	Hiatus hernia
1859	C0019521	Hiccups
1860	C0085160	Hidradenitis
1861	C0151691	High density lipoprotein decreased
1862	C0853084	High density lipoprotein increased
1863	C1262165	High turnover osteopathy
1864	C0019557	Hip fracture
1865	C0019572	Hirsutism
1866	C0019618	Histiocytosis
1867	C0876991	Histiocytosis haematophagic
1868	C0019655	Histoplasmosis
1869	C0078911	HIV associated nephropathy
1870	C0019829	Hodgkin's disease
1871	C0152267	Hodgkin's disease lymphocyte depletion type stage unspecified
1872	C1266194	Hodgkin's disease lymphocyte predominance type stage unspecified
1873	C1167750	Hoigne's syndrome
1874	C0455204	Homicidal ideation
1875	C0019880	Homocystinuria
1876	C0019917	Hordeolum
1877	C3160891	Hormone-dependent prostate cancer
1878	C0151477	Hormone level abnormal
1879	C0019937	Horner's syndrome
1880	C0020039	Hostility
1881	C0600142	Hot flush
1882	C0339807	House dust allergy
1883	C0854530	Human herpesvirus 6 infection
1884	C0020162	Humerus fracture
1885	C0020175	Hunger
1886	C1720771	Hydrocele
1887	C0020255	Hydrocephalus
1888	C0948277	Hydrometra
1889	C0020295	Hydronephrosis
1890	C0020305	Hydrops foetalis
1891	C0020312	Hydrothorax
1892	C0521620	Hydroureter
1893	C0034880	Hyperacusis
1894	C0001622	Hyperadrenocorticism
1895	C0020452	Hyperaemia
1896	C0020453	Hyperaesthesia
1897	C1142113	Hyperalbuminaemia
1898	C0220994	Hyperammonaemia
1899	C0221773	Hyperamylasaemia
1900	C0020433	Hyperbilirubinaemia
1901	C0020437	Hypercalcaemia
1902	C0149911	Hypercalcaemia of malignancy
1903	C0020438	Hypercalciuria
1904	C0020440	Hypercapnia
1905	C0085679	Hyperchloraemia
1906	C0151713	Hyperchlorhydria
1907	C0020443	Hypercholesterolaemia
1908	C0542027	Hypercoagulation
1909	C0020450	Hyperemesis gravidarum
1910	C0919890	Hyperfibrinogenaemia
1911	C0020455	Hypergammaglobulinaemia
1912	C0020456	Hyperglycaemia
1913	C0020458	Hyperhidrosis
1914	C0020459	Hyperinsulinism
1915	C0020461	Hyperkalaemia
1916	C0870082	Hyperkeratosis
1917	C0424295	Hyperkinesia
1918	C0795692	Hyperlactacidaemia
1919	C0020473	Hyperlipidaemia
1920	C0151714	Hypermagnesaemia
1921	C0268621	Hypermethioninaemia
1922	C0020488	Hypernatraemia
1923	C0020502	Hyperparathyroidism
1924	C0221002	Hyperparathyroidism primary
1925	C0020503	Hyperparathyroidism secondary
1926	C0020429	Hyperpathia
1927	C0020505	Hyperphagia
1928	C0085681	Hyperphosphataemia
1929	C0020507	Hyperplasia
1930	C0020514	Hyperprolactinaemia
1931	C0267988	Hyperproteinaemia
1932	C0392676	Hyperpyrexia
1933	C0151889	Hyperreflexia
1934	C0020517	Hypersensitivity
1935	C0312420	Hypersexuality
1936	C0917799	Hypersomnia
1937	C0020532	Hypersplenism
1938	C0020538	Hypertension
1939	C0020546	Hypertensive crisis
1940	C0151620	Hypertensive encephalopathy
1941	C0848548	Hypertensive nephropathy
1942	C0020550	Hyperthyroidism
1943	C0026826	Hypertonia
1944	C0878773	Hypertonic bladder
1945	C2242708	Hypertransaminasaemia
1946	C0020555	Hypertrichosis
1947	C0020557	Hypertriglyceridaemia
1948	C0007194	Hypertrophic cardiomyopathy
1949	C0178703	Hypertrophic osteoarthropathy
1950	C0162810	Hypertrophic scar
1951	C0020564	Hypertrophy
1952	C0740394	Hyperuricaemia
1953	C0948643	Hyperuricosuria
1954	C0020578	Hyperventilation
1955	C0235013	Hypervigilance
1956	C0221030	Hyperviscosity syndrome
1957	C0020579	Hypervitaminosis A
1958	C1442839	Hypervitaminosis D
1959	C0020581	Hyphaema
1960	C0233773	Hypnagogic hallucination
1961	C0424082	Hypnopompic hallucination
1962	C0020580	Hypoaesthesia
1963	C0854097	Hypoaesthesia eye
1964	C0521592	Hypoaesthesia oral
1965	C0239981	Hypoalbuminaemia
1966	C0020595	Hypoaldosteronism
1967	C0020598	Hypocalcaemia
1968	C0020599	Hypocalciuria
1969	C0085383	Hypocapnia
1970	C0085680	Hypochloraemia
1971	C0151718	Hypocholesterolaemia
1972	C0020604	Hypochondriasis
1973	C0333912	Hypochromasia
1974	C0002884	Hypochromic anaemia
1975	C0553681	Hypofibrinogenaemia
1976	C0086438	Hypogammaglobulinaemia
1977	C0151934	Hypogeusia
1978	C0020615	Hypoglycaemia
1979	C0158986	Hypoglycaemia neonatal
1980	C0020617	Hypoglycaemic coma
1981	C0877056	Hypoglycaemic seizure
1982	C1737211	Hypoglycaemic unconsciousness
1983	C0020619	Hypogonadism
1984	C0151721	Hypogonadism male
1985	C0020620	Hypohidrosis
1986	C0020621	Hypokalaemia
1987	C0086439	Hypokinesia
1988	C0342892	Hypolipidaemia
1989	C0151723	Hypomagnesaemia
1990	C0241934	Hypomania
1991	C0020624	Hypomenorrhoea
1992	C0020625	Hyponatraemia
1993	C0020626	Hypoparathyroidism
1994	C0442856	Hypoperfusion
1995	C1504561	Hypophagia
1996	C0085682	Hypophosphataemia
1997	C1704375	Hypophosphataemic rickets
1998	C0020635	Hypopituitarism
1999	C0178416	Hypoplastic anaemia
2000	C0235546	Hypopnoea
2001	C0020639	Hypoproteinaemia
2002	C3203356	Hypoprothrombinaemia
2003	C0020641	Hypopyon
2004	C0151888	Hyporeflexia
2005	C2364082	Hyposmia
2006	C0232831	Hyposthenuria
2007	C0020649	Hypotension
2008	C0413252	Hypothermia
2009	C1142523	Hypothrombinaemia
2010	C0020676	Hypothyroidism
2011	C0026827	Hypotonia
2012	C2267233	Hypotonia neonatal
2013	C0549384	Hypotonic-hyporesponsive episode
2014	C0028841	Hypotony of eye
2015	C0020678	Hypotrichosis
2016	C0221333	Hypouricaemia
2017	C3203358	Hypoventilation
2018	C1510471	Hypovitaminosis
2019	C0546884	Hypovolaemia
2020	C0020683	Hypovolaemic shock
2021	C0242184	Hypoxia
2022	C1140716	Hypoxic-ischaemic encephalopathy
2023	C0020757	Ichthyosis
2024	C0263386	Ichthyosis acquired
2025	C1504431	Idiopathic pneumonia syndrome
2026	C1800706	Idiopathic pulmonary fibrosis
2027	C0043117	Idiopathic thrombocytopenic purpura
2028	C0919578	Idiosyncratic drug reaction
2029	C0028866	IIIrd nerve paralysis
2030	C0559938	Ileal perforation
2031	C0520564	Ileal ulcer
2032	C0020877	Ileitis
2033	C1258215	Ileus
2034	C0030446	Ileus paralytic
2035	C2047937	Ill-defined disorder
2036	C0020903	Illusion
2037	C1868821	Immediate post-injection reaction
2038	C0231441	Immobile
2039	C3267047	Immune-mediated necrotising myopathy
2040	C0021053	Immune system disorder
2041	C0021051	Immunodeficiency
2042	C0151728	Immunoglobulins decreased
2043	C0151729	Immunoglobulins increased
2044	C0021061	Immunology test
2045	C0948257	Immunosuppressant drug level increased
2046	C0021080	Immunosuppression
2047	C1272092	Impaired fasting glucose
2048	C0522063	Impaired gastric emptying
2049	C0151692	Impaired healing
2050	C0919568	Impatience
2051	C0152436	Imperforate hymen
2052	C0021099	Impetigo
2053	C1504452	Implant site pain
2054	C0521510	Implant site reaction
2055	C0021122	Impulse-control disorder
2056	C0233467	Inappropriate affect
2057	C0021141	Inappropriate antidiuretic hormone secretion
2058	C1142172	Incision site complication
2059	C1168175	Incision site haematoma
2060	C0919882	Incision site haemorrhage
2061	C1698400	Incision site oedema
2062	C1142257	Incision site pain
2063	C0267716	Incisional hernia
2064	C0542044	Incoherent
2065	C0854210	Incomplete precocious puberty
2066	C0021167	Incontinence
2067	C0232461	Increased appetite
2068	C1262144	Increased bronchial secretion
2069	C0235409	Increased insulin requirement
2070	C0423798	Increased tendency to bruise
2071	C1328308	Increased upper airway secretion
2072	C1096275	Increased viscosity of bronchial secretion
2073	C0332534	Induration
2074	C0021308	Infarction
2075	C0850638	Infected bites
2076	C1142249	Infected cyst
2077	C0009450	Infection
2078	C0747256	Infection parasitic
2079	C3160756	Infection reactivation
2080	C0236171	Infection susceptibility increased
2081	C0021345	Infectious mononucleosis
2082	C0158353	Infective myositis
2083	C0847403	Infective tenosynovitis
2084	C0265072	Inferior vena cava syndrome
2085	C0021359	Infertility
2086	C0021361	Infertility female
2087	C0021364	Infertility male
2088	C1384353	Infestation
2089	C0021368	Inflammation
2090	C0021390	Inflammatory bowel disease
2091	C0021400	Influenza
2092	C0521839	Influenza like illness
2093	C1167677	Infrequent bowel movements
2094	C0948715	Infusion related reaction
2095	C0877365	Infusion site erythema
2096	C1608954	Infusion site extravasation
2097	C1695896	Infusion site hypersensitivity
2098	C1096034	Infusion site induration
2099	C1096714	Infusion site infection
2100	C1112470	Infusion site inflammation
2101	C1695897	Infusion site irritation
2102	C0919986	Infusion site oedema
2103	C1096035	Infusion site pain
2104	C1697973	Infusion site paraesthesia
2105	C1096460	Infusion site phlebitis
2106	C1096091	Infusion site pruritus
2107	C1167945	Infusion site rash
2108	C1096343	Infusion site reaction
2109	C1096049	Infusion site swelling
2110	C1697542	Infusion site thrombosis
2111	C1698976	Infusion site urticaria
2112	C1096036	Infusion site warmth
2113	C0027343	Ingrowing nail
2114	C0263492	Ingrown hair
2115	C0019294	Inguinal hernia
2116	C0393760	Initial insomnia
2117	C0151464	Injection site abscess
2118	C0234938	Injection site abscess sterile
2119	C0151512	Injection site atrophy
2120	C0521508	Injection site bruising
2121	C0919590	Injection site cellulitis
2122	C0919593	Injection site coldness
2123	C0151584	Injection site cyst
2124	C0521505	Injection site dermatitis
2125	C0948991	Injection site discolouration
2126	C1096267	Injection site discomfort
2127	C1868843	Injection site dryness
2128	C0852625	Injection site erythema
2129	C2363949	Injection site exfoliation
2130	C0521500	Injection site extravasation
2131	C0151649	Injection site fibrosis
2132	C0085654	Injection site granuloma
2133	C0542008	Injection site haematoma
2134	C0151698	Injection site haemorrhage
2135	C0151726	Injection site hypersensitivity
2136	C0854442	Injection site hypertrophy
2137	C0521509	Injection site induration
2138	C0221714	Injection site infection
2139	C0151734	Injection site inflammation
2140	C1737214	Injection site injury
2141	C0521498	Injection site irritation
2142	C0877179	Injection site joint pain
2143	C0151775	Injection site mass
2144	C0151795	Injection site necrosis
2145	C0542120	Injection site nodule
2146	C0151828	Injection site pain
2147	C1735322	Injection site pallor
2148	C0521506	Injection site paraesthesia
2149	C0542149	Injection site phlebitis
2150	C0852995	Injection site pruritus
2151	C0151735	Injection site reaction
2152	C0151605	Injection site swelling
2153	C0521501	Injection site thrombosis
2154	C0521507	Injection site ulcer
2155	C0392196	Injection site urticaria
2156	C0854431	Injection site vesicles
2157	C0858934	Injection site warmth
2158	C3263723	Injury
2159	C2747853	Injury associated with device
2160	C0494559	Inner ear disorder
2161	C0917801	Insomnia
2162	C1096668	Instillation site irritation
2163	C0858797	Instillation site pain
2164	C0854359	Insulin autoimmune syndrome
2165	C0861020	Insulin C-peptide decreased
2166	C0861021	Insulin C-peptide increased
2167	C0021655	Insulin resistance
2168	C0021670	Insulinoma
2169	C1696685	Intentional drug misuse
2170	C0853089	Intentional self-injury
2171	C0021775	Intermittent claudication
2172	C0021776	Intermittent explosive disorder
2173	C0580417	International normalised ratio abnormal
2174	C0853226	International normalised ratio decreased
2175	C0853225	International normalised ratio increased
2176	C0206062	Interstitial lung disease
2177	C0021807	Intertrigo
2178	C0014718	Intertrigo candida
2179	C0158266	Intervertebral disc degeneration
2180	C0158252	Intervertebral disc disorder
2181	C0242362	Intervertebral disc protrusion
2182	C0012624	Intervertebral discitis
2183	C1608953	Intestinal diaphragm disease
2184	C0267373	Intestinal haemorrhage
2185	C0241950	Intestinal infarction
2186	C2004435	Intestinal ischaemia
2187	C1142163	Intestinal mass
2188	C0021843	Intestinal obstruction
2189	C0021845	Intestinal perforation
2190	C0267465	Intestinal stenosis
2191	C0151971	Intestinal ulcer
2192	C0473120	Intra-abdominal haematoma
2193	C0236178	Intra-abdominal haemorrhage
2194	C0876998	Intracardiac thrombus
2195	C0007766	Intracranial aneurysm
2196	C0151740	Intracranial pressure increased
2197	C0338573	Intracranial venous sinus thrombosis
2198	C1868790	Intranasal hypoaesthesia
2199	C0234708	Intraocular pressure increased
2200	C0240059	Intraventricular haemorrhage
2201	C0021933	Intussusception
2202	C0022073	Iridocyclitis
2203	C0154933	Iris adhesions
2204	C0022078	Iris disorder
2205	C0877306	Iris hyperpigmentation
2206	C0022081	Iritis
2207	C1283048	Iron binding capacity total
2208	C0240066	Iron deficiency
2209	C0162316	Iron deficiency anaemia
2210	C0282193	Iron overload
2211	C0022107	Irritability
2212	C0022104	Irritable bowel syndrome
2213	C0022116	Ischaemia
2214	C0349782	Ischaemic cardiomyopathy
2215	C1262005	Ischaemic cerebral infarction
2216	C0473117	Ischaemic hepatitis
2217	C0238309	Ischaemic neuropathy
2218	C0948008	Ischaemic stroke
2219	C0259756	Jarisch-Herxheimer reaction
2220	C0022346	Jaundice
2221	C0022354	Jaundice cholestatic
2222	C1262535	Jaundice hepatocellular
2223	C0022353	Jaundice neonatal
2224	C0022362	Jaw disorder
2225	C0580181	Jessner's lymphocytic infiltration
2226	C0009918	Joint contracture
2227	C0231592	Joint crepitation
2228	C0012691	Joint dislocation
2229	C1253936	Joint effusion
2230	C0231451	Joint hyperextension
2231	C0409497	Joint injury
2232	C0022410	Joint instability
2233	C0547000	Joint lock
2234	C0877027	Joint range of motion decreased
2235	C0162298	Joint stiffness
2236	C0152031	Joint swelling
2237	C0233818	Judgement impaired
2238	C3495559	Juvenile idiopathic arthritis
2239	C0036220	Kaposi's sarcoma
2240	C0022504	Kaposi's varicelliform eruption
2241	C0022541	Kearns-Sayre syndrome
2242	C0022548	Keloid scar
2243	C0022568	Keratitis
2244	C0022572	Keratoacanthoma
2245	C0022578	Keratoconus
2246	C0235270	Keratopathy
2247	C0263383	Keratosis pilaris
2248	C0220982	Ketoacidosis
2249	C0259972	Ketogenic diet
2250	C0162275	Ketonuria
2251	C0022638	Ketosis
2252	C0151650	Kidney fibrosis
2253	C0021313	Kidney infection
2254	C0745528	Klebsiella sepsis
2255	C0022735	Klinefelter's syndrome
2256	C0576091	Knee deformity
2257	C0263367	Koebner phenomenon
2258	C2609176	Kounis syndrome
2259	C0022821	Kyphosis
2260	C0428895	Labile blood pressure
2261	C3665418	Labile hypertension
2262	C0438215	Laboratory test abnormal
2263	C0022893	Labyrinthitis
2264	C0043246	Laceration
2265	C0855217	Lack of spontaneous speech
2266	C0022904	Lacrimal disorder
2267	C3495920	Lacrimal structural disorder
2268	C0235857	Lacrimation decreased
2269	C0152227	Lacrimation increased
2270	C0302813	Lactase deficiency
2271	C0001125	Lactic acidosis
2272	C0022951	Lactose intolerance
2273	C0333559	Lacunar infarction
2274	C0019621	Langerhans' cell histiocytosis
2275	C0948425	Large intestinal haemorrhage
2276	C0460048	Large intestinal obstruction
2277	C0267491	Large intestinal ulcer
2278	C0151738	Large intestine perforation
2279	C0949059	Large intestine polyp
2280	C0007107	Laryngeal cancer
2281	C0023051	Laryngeal disorder
2282	C1697747	Laryngeal haemorrhage
2283	C0023055	Laryngeal neoplasm
2284	C0023052	Laryngeal oedema
2285	C0549373	Laryngeal pain
2286	C0023067	Laryngitis
2287	C0023066	Laryngospasm
2288	C0235551	Laryngotracheal oedema
2289	C0948266	Latent tetany
2290	C1609538	Latent tuberculosis
2291	C0751265	Learning disability
2292	C0023186	Learning disorder
2293	C0242698	Left ventricular dysfunction
2294	C0023212	Left ventricular failure
2295	C0149721	Left ventricular hypertrophy
2296	C0023267	Leiomyoma
2297	C1510497	Lenticular opacities
2298	C0151757	Lenticular pigmentation
2299	C0023321	Lentigo
2300	C0023370	Leriche syndrome
2301	C0023380	Lethargy
2302	C0023418	Leukaemia
2303	C0948976	Leukaemia cutis
2304	C0023501	Leukaemoid reaction
2305	C2973529	Leukocytoclastic vasculitis
2306	C0023518	Leukocytosis
2307	C0162835	Leukoderma
2308	C0270612	Leukoencephalopathy
2309	C0023530	Leukopenia
2310	C0023531	Leukoplakia
2311	C0023532	Leukoplakia oral
2312	C0282548	Leukostasis
2313	C0576702	Lhermitte's sign
2314	C0011124	Libido decreased
2315	C0854382	Libido disorder
2316	C0021177	Libido increased
2317	C0023646	Lichen planus
2318	C0023653	Lichenification
2319	C1274594	Lichenoid keratosis
2320	C3495827	Lid sulcus deepened
2321	C0435001	Ligament injury
2322	C0435002	Ligament sprain
2323	C0475746	Light anaesthesia
2324	C0239337	Limb deformity
2325	C0854303	Limb discomfort
2326	C0743668	Limb injury
2327	C0206762	Limb malformation
2328	C0265547	Limb reduction defect
2329	C0406650	Linear IgA disease
2330	C0858751	Lip blister
2331	C0555724	Lip dry
2332	C0849835	Lip haemorrhage
2333	C0541923	Lip oedema
2334	C0267028	Lip pain
2335	C0240211	Lip swelling
2336	C0267033	Lip ulceration
2337	C1096303	Lipase abnormal
2338	C0549475	Lipase increased
2339	C0154251	Lipid metabolism disorder
2340	C0023794	Lipidosis
2341	C0549634	Lipids abnormal
2342	C0851043	Lipids increased
2343	C1280433	Lipoatrophy
2344	C0877192	Lipodystrophy acquired
2345	C0398370	Lipoedema
2346	C1262113	Lipohypertrophy
2347	C0023798	Lipoma
2348	C0023801	Lipomatosis
2349	C0023860	Listeriosis
2350	C0085642	Livedo reticularis
2351	C0023885	Liver abscess
2352	C0023895	Liver disorder
2353	C0151766	Liver function test abnormal
2354	C0438235	Liver function test normal
2355	C0160390	Liver injury
2356	C0151767	Liver tenderness
2357	C0332579	Lividity
2358	C0032300	Lobar pneumonia
2359	C0853813	Local reaction
2360	C0853619	Local swelling
2361	C0016397	Localised infection
2362	C1868693	Localised intraabdominal fluid collection
2363	C0013609	Localised oedema
2364	C0242459	Loeffler's syndrome
2365	C3248383	Logorrhoea
2366	C0023976	Long QT syndrome
2367	C1141890	Long QT syndrome congenital
2368	C0024003	Lordosis
2369	C0041657	Loss of consciousness
2370	C0522042	Loss of control of legs
2371	C2981158	Loss of libido
2372	C1112616	Loss of proprioception
2373	C1963897	Low birth weight baby
2374	C0549399	Low density lipoprotein increased
2375	C0239234	Low set ears
2376	C0024050	Lower gastrointestinal haemorrhage
2377	C1542178	Lower limb fracture
2378	C0149725	Lower respiratory tract infection
2379	C0574785	Lower urinary tract symptoms
2380	C1263855	Lumbar radiculopathy
2381	C0024110	Lung abscess
2382	C0854985	Lung adenocarcinoma stage I
2383	C0153676	Lung cancer metastatic
2384	C0024115	Lung disorder
2385	C0876973	Lung infection
2386	C0235896	Lung infiltration
2387	C0024121	Lung neoplasm
2388	C0242379	Lung neoplasm malignant
2389	C0919715	Lupus-like syndrome
2390	C0024198	Lyme disease
2391	C0272396	Lymph node abscess
2392	C0578050	Lymph node pain
2393	C0024205	Lymphadenitis
2394	C0497156	Lymphadenopathy
2395	C0751674	Lymphangioleiomyomatosis
2396	C0024225	Lymphangitis
2397	C0024228	Lymphatic disorder
2398	C0024248	Lymphocele
2399	C0580550	Lymphocyte count abnormal
2400	C0853986	Lymphocyte count decreased
2401	C0853698	Lymphocyte count increased
2402	C1141863	Lymphocyte transformation test positive
2403	C1262091	Lymphocytic infiltration
2404	C0023448	Lymphocytic leukaemia
2405	C0024282	Lymphocytosis
2406	C0024236	Lymphoedema
2407	C0024299	Lymphoma
2408	C1276146	Lymphoma cutis
2409	C0024312	Lymphopenia
2410	C0024314	Lymphoproliferative disorder
2411	C0333258	Lymphorrhoea
2412	C1167699	Lymphostasis
2413	C0024437	Macular degeneration
2414	C0694575	Macular fibrosis
2415	C0024441	Macular hole
2416	C0271051	Macular oedema
2417	C3160840	Macular pigmentation
2418	C0332573	Macule
2419	C0730362	Maculopathy
2420	C0271321	Madarosis
2421	C1269683	Major depression
2422	C0024523	Malabsorption
2423	C0231218	Malaise
2424	C0024530	Malaria
2425	C0033949	Male orgasmic disorder
2426	C1112443	Male sexual dysfunction
2427	C2937220	Malformation venous
2428	C0019623	Malignant histiocytosis
2429	C0020540	Malignant hypertension
2430	C0025202	Malignant melanoma
2431	C0334492	Malignant mesenchymoma
2432	C0153618	Malignant neoplasm of renal pelvis
2433	C0948048	Malignant neoplasm progression
2434	C0235770	Malignant ovarian cyst
2435	C1608408	Malignant transformation
2436	C0024633	Mallory-Weiss syndrome
2437	C0162429	Malnutrition
2438	C0262365	Mammogram abnormal
