OMFXVFTZEKFJBZ-UHFFFAOYSA-N	corticosterone
BOVVYLTXCXNLBL-UHFFFAOYSA-N	myricetin
MLYYVTUWGNIJIB-SKDRFNHKSA-N	cefazolin
SHGAZHPCJJPHSC-ZVCIMWCZSA-N	tretinoin
IXORZMNAPKEEDV-YORNYQAQSA-N	gibberellic_acid
OJMMVQQUTAEWLP-YHGLQUMISA-N	lincomycin
RJKFOVLPORLFTN-MFHSYZQISA-N	progesterone
QEVHRUUCFGRFIF-NIUNOZICSA-N	reserpine
NJMYODHXAKYRHW-UHFFFAOYSA-N	flupentixol
FTVWIRXFELQLPI-ZDUSSCGKSA-N	naringenin
CIKNYWFPGZCHDL-ZHFUJENKSA-N	sisomicin
PRZXEPJJHQYOGF-UHFFFAOYSA-N	pilocarpine
QYIYFLOTGYLRGG-GPCCPHFNSA-N	loracarbef
PDWUPXJEEYOOTR-JRGAVVOBSA-N	iobenguane
KMPWYEUPVWOPIM-CFGMGRTJSA-N	cinchonine
IBRKLUSXDYATLG-LURJTMIESA-N	salsolinol
WWYNJERNGUHSAO-LYZQDOICSA-N	levonorgestrel
MUQNGPZZQDCDFT-ZYLRREIFSA-N	halcinonide
YWJXCIXBAKGUKZ-YWDJPQORSA-N	bergenin
ZAIPMKNFIOOWCQ-AKABHXMESA-N	cefalexin
OHCQJHSOBUTRHG-VDCUXWMXSA-N	colforsin
AHBITDWKGYOVSC-PYWCVAJSSA-N	budesonide
KPHWPUGNDIVLNH-UHFFFAOYSA-N	diclofenac
YSANUIWILHCYAN-UHFFFAOYSA-N	sparteine
KYGZCKSPAKDVKC-UHFFFAOYSA-N	oxolinic_acid
JRJJHIUHSILDOH-UHFFFAOYSA-N	suloctidil
SEYCAKMZVYADRS-UHFFFAOYSA-N	quinisocaine
PCZOHLXUXFIOCF-ZLFACDPRSA-N	lovastatin
QLIIKPVHVRXHRI-CXSFZGCWSA-N	mometasone
RTCDDYYZMGGHOE-UHFFFAOYSA-N	ribostamycin
XQFRJNBWHJMXHO-UHFFFAOYSA-N	idoxuridine
ZTVIKZXZYLEVOL-UHFFFAOYSA-N	homatropine
UZHSEJADLWPNLE-SJROMKODSA-N	naloxone
VIKNJXKGJWUCNN-MPRNQXESSA-N	norethisterone
RXZBMPWDPOLZGW-HEWSMUCTSA-N	roxithromycin
FYQXODZRNSCOTR-NFUHVIKBSA-N	atractyloside
BAWFJGJZGIEFAR-IEGFZZTCSA-N	nadide
ODJLBQGVINUMMR-MBJJLBQCSA-N	strophanthidin
KWVISVAMQJWJSZ-HCNCMGDQSA-N	solasodine
SOROUYSPFADXSN-XDBZAZGESA-N	talampicillin
VHRSUDSXCMQTMA-NMXVXXMGSA-N	methylprednisolone
SMEROWZSTRWXGI-HVATVPOCSA-N	lithocholic_acid
WKJGTOYAEQDNIA-MPUVIUSQSA-N	cefaclor
WLOHNSSYAXHWNR-PBIGORBISA-N	dirithromycin
XHCADAYNFIFUHF-TVKJYDDYSA-N	esculin
XYNPYHXGMWJBLV-MFRNJXNGSA-N	tomatidine
ONMZMZJEZHMWQL-REUUDLSRSA-N	estriol
STECJAGHUSJQJN-UHFFFAOYSA-N	scopolamine
JJXBRLIAZXIXDD-QRWLVFNGSA-N	berberine
ZCDNRPPFBQDQHR-UHFFFAOYSA-N	syrosingopine
YSEXMKHXIOCEJA-FVFQAYNVSA-N	nicergoline
QGXBDMJGAMFCBF-XRJZGPCZSA-N	androsterone
KQJSQWZMSAGSHN-UHFFFAOYSA-N	celastrol
DNXHEGUUPJUMQT-CBZIJGRNSA-N	estrone
XEEQGYMUWCZPDN-SWLSCSKDSA-N	mefloquine
NKANXQFJJICGDU-OCEACIFDSA-N	tamoxifen
LMEKQMALGUDUQG-UHFFFAOYSA-N	azathioprine
NAXRFGDINCMOJF-UHFFFAOYSA-N	indapamide
CFJMRBQWBDQYMK-UHFFFAOYSA-N	pentoxyverine
SLVMESMUVMCQIY-DIERRCTGSA-N	mesoridazine
PROQIPRRNZUXQM-ZXXIGWHRSA-N	estriol
JWJCTZKFYGDABJ-SECBINFHSA-N	metanephrine
HKQZUYOVMYOFIT-VHNBHZRZSA-N	karakoline
BOPGDPNILDQYTO-NNYOXOHSSA-N	nadide
XSYCDVWYEVUDKQ-CMOCDZPBSA-N	calycanthine
RGLYKWWBQGJZGM-ISLYRVAYSA-N	diethylstilbestrol
AIONOLUJZLIMTK-UHFFFAOYSA-N	hesperetin
FFTVPQUHLQBXQZ-KVUCHLLUSA-N	minocycline
PLWROONZUDKYKG-DOFZRALJSA-N	arachidonyltrifluoromethane
VACCAVUAMIDAGB-UHFFFAOYSA-N	sulfamethizole
XOFYZVNMUHMLCC-GGMGRWIBSA-N	prednisone
ZJTLZYDQJHKRMQ-UHFFFAOYSA-N	menadione
DJBNUMBKLMJRSA-LLVKDONJSA-N	flecainide
AKYSEDBFBNQOGJ-UHFFFAOYSA-N	PHA-00745360
OKBVVJOGVLARMR-QSWIMTSFSA-N	cefixime
VSQQQLOSPVPRAZ-ACZMJKKPSA-N	trifluridine
MFYSYFVPBJMHGN-SFWDHPSFSA-N	cortisone
YJGVMLPVUAXIQN-LLBQBPMSSA-N	podophyllotoxin
FUSSNJWODJHPKO-MHLFSCIFSA-M	pancuronium_bromide
HJHVQCXHVMGZNC-UHFFFAOYSA-M	fusidic_acid
LFVVNPBBFUSSHL-VXKWHMMOSA-N	alexidine
XSYCDVWYEVUDKQ-GXRSIYKFSA-N	calycanthine
WKRLQDKEXYKHJB-UHFFFAOYSA-N	equilin
UQLLWWBDSUHNEB-UHFFFAOYSA-N	cefapirin
VSRMYECBCGPXAW-SIVHJCNUSA-N	beta-escin
AKNNEGZIBPJZJG-QZTJIDSGSA-N	noscapine
ZGUGWUXLJSTTMA-UHFFFAOYSA-N	promazine
GBOGMAARMMDZGR-CVTILAJSSA-N	cytochalasin_B
OVBPIULPVIDEAO-GFCCVEGCSA-L	folic_acid
VIKNJXKGJWUCNN-UHFFFAOYSA-N	norethisterone
AYUNIORJHRXIBJ-RHCSXIAESA-N	tanespimycin
IWUCXVSUMQZMFG-OYVUOCKNSA-N	ribavirin
FEDSNBHHWZEYTP-UHFFFAOYSA-N	penbutolol
WTMHIVNZOSRKJU-CVVDOHLDSA-N	chlorogenic_acid
DTTPWCNKTMQMTE-OJQGQUOWSA-N	eldeline
VOXZDWNPVJITMN-IECFSIQFSA-N	estradiol
VPNYRYCIDCJBOM-UHFFFAOYSA-M	glycopyrronium_bromide
RKUNBYITZUJHSG-VFSICIBPSA-N	hyoscyamine
NCWKXXNHQXONBV-UHFFFAOYSA-N	tanespimycin
SOROUYSPFADXSN-UHFFFAOYSA-N	talampicillin
PFADFVCWHVCPLV-PISACPBCSA-N	nystatin
YFAGHNZHGGCZAX-VBQJREDUSA-N	dicloxacillin
FJLGEFLZQAZZCD-VAWYXSNFSA-N	fluvastatin
NFYYATWFXNPTRM-ZIWPNRSCSA-N	gelsemine
LHLMOSXCXGLMMN-KPFSCUGESA-M	ipratropium_bromide
SYTYLPHCLSSCOJ-UHFFFAOYSA-N	scopoletin
FGXWKSZFVQUSTL-UHFFFAOYSA-N	domperidone
YCWSUKQGVSGXJO-QPEQYQDCSA-N	nifuroxazide
BWDANVDPAYMDPB-UHFFFAOYSA-N	streptozocin
QJUXBIVLOGRZSQ-OQMMLGNJSA-N	estradiol
QMHSXPLYMTVAMK-UHFFFAOYSA-N	pyrvinium
HDACQVRGBOVJII-AXDKOMKPSA-N	ramipril
FZYOVNIOYYPUPY-QPASZNTLSA-N	rifampicin
OIGNJSKKLXVSLS-YDAVOWJHSA-N	prednisolone
SXJSETSRWNDWPP-UHFFFAOYSA-N	captopril
SGKRLCUYIXIAHR-RCZRDICCSA-N	doxycycline
MKXZASYAUGDDCJ-CGTJXYLNSA-N	dextromethorphan
NMUSYJAQQFHJEW-KVTDHHQDSA-N	azacitidine
ODJLBQGVINUMMR-XRSHJXDBSA-N	strophanthidin
IILLLWNYLXKZAJ-UHFFFAOYSA-N	butamben
XIQVNETUBQGFHX-QFIPXVFZSA-N	oxybutynin
MMMNTDFSPSQXJP-UHFFFAOYSA-N	orphenadrine
MNULEGDCPYONBU-CFSAKFKISA-N	oligomycin
BTTWKVFKBPAFDK-LOVVWNRFSA-N	testosterone
QBYYXIDJOFZORM-CNAJMHLNSA-N	cisapride
RCEAYWZNKJLFAM-UHFFFAOYSA-N	fisetin
JFUNAULGGHKPQZ-UHFFFAOYSA-N	ramipril
FVWJYYTZTCVBKE-XIPWHELBSA-N	betulin
AGJBLWCLQCKRJP-IBGZPJMESA-N	drofenine
PBCZSGKMGDDXIJ-TTXGLQGLSA-N	staurosporine
HRSANNODOVBCST-UHFFFAOYSA-N	pronetalol
BLGXFZZNTVWLAY-DKJBZYCGSA-N	corynanthine
HACVRJQARVMPPW-SEYHBJAFSA-N	demeclocycline
JNLNYUUWFRXSFW-BBTVQEGYSA-N	streptomycin
PGYPOBZJRVSMDS-UHFFFAOYSA-N	loperamide
LLJFMFZYVVLQKT-UHFFFAOYSA-N	gliquidone
QWAXKHKRTORLEM-KUIYVKTLSA-N	saquinavir
BMUKKTUHUDJSNZ-JRSKDTKFSA-N	isoxsuprine
SGTNSNPWRIOYBX-BPPAMHLBSA-N	dexverapamil
FYBXRCFPOTXTJF-UHFFFAOYSA-N	carteolol
BUGYDGFZZOZRHP-YECOWLKZSA-N	memantine
QOYHHIBFXOOADH-UHFFFAOYSA-N	fluspirilene
QTQAWLPCGQOSGP-KKSFQZLFSA-N	geldanamycin
YXBQLONCIPUQKO-VFIJVLHUSA-N	amiprilose
WYUYEJNGHIOFOC-NWBUNABESA-N	triprolidine
SLSIBLKBHNKZTB-UHFFFAOYSA-N	skimmianine
QLIIKPVHVRXHRI-KPZMXUCXSA-N	mometasone
GRNUVTSRBRIYIO-BWZBUEFSSA-O	zidovudine
GHUUBYQTCDQWRA-UHFFFAOYSA-N	pioglitazone
LOUPRKONTZGTKE-BVVYEMPESA-N	quinidine
SSOXZAQUVINQSA-WLHGVMLRSA-N	pheniramine
CNRJFPHTKRLQKQ-MTTMTQIXSA-N	spectinomycin
NTZCUBODONTYCA-UHFFFAOYSA-M	dimenhydrinate
OLVCFLKTBJRLHI-AXAPSJFSSA-N	cefamandole
RJKFOVLPORLFTN-JMPUJIDWSA-N	progesterone
KLDXJTOLSGUMSJ-UHFFFAOYSA-N	isosorbide
MXOAEAUPQDYUQM-QMMMGPOBSA-N	chlorphenesin
VUFGUVLLDPOSBC-XRZFDKQNSA-M	cefalotin
MJVAVZPDRWSRRC-UHFFFAOYSA-N	trimipramine
YJGVMLPVUAXIQN-DPUNPDONSA-N	podophyllotoxin
DLVJMFOLJOOWFS-VJIFSZOSSA-N	depudecin
SYTBZMRGLBWNTM-UHFFFAOYSA-N	flurbiprofen
WDZVGELJXXEGPV-YIXHJXPBSA-N	guanabenz
DLVJMFOLJOOWFS-UHFFFAOYSA-N	depudecin
KMPWYEUPVWOPIM-YNRGSOABSA-N	cinchonine
YJGVMLPVUAXIQN-BCVBHCCTSA-N	podophyllotoxin
GPYKKBAAPVOCIW-QRVSAPIOSA-N	loracarbef
HSHGZXNAXBPPDL-IMTBSYHQSA-N	7-aminocephalosporanic_acid
MYEJFUXQJGHEQK-UHFFFAOYSA-N	proscillaridin
XFSBVAOIAHNAPC-DIOAZWHVSA-N	aconitine
IECPWNUMDGFDKC-BNZMJDHZSA-N	fusidic_acid
MFAONEQLPARJAO-UHFFFAOYSA-N	allantoin
YASAKCUCGLMORW-BBSCNJGJSA-N	rosiglitazone
NJLRKAMQPVVOIU-IDLGWYNRSA-N	verteporfin
RUDATBOHQWOJDD-JKTKNBSFSA-N	ursodeoxycholic_acid
FEBOTPHFXYHVPL-VNRZBHCFSA-N	benperidol
VRQVVMDWGGWHTJ-UHFFFAOYSA-N	levomepromazine
JAPHQRWPEGVNBT-UTUOFQBUSA-N	loracarbef
WJAJPNHVVFWKKL-UHFFFAOYSA-N	methoxamine
JFPVXVDWJQMJEE-IZRZKJBUSA-N	cefuroxime
SGKRLCUYIXIAHR-AKNGSSGZSA-N	doxycycline
VIKNJXKGJWUCNN-UHBLESBASA-N	norethisterone
RJKFOVLPORLFTN-HQZYFCCVSA-N	progesterone
XSYCDVWYEVUDKQ-UZVDJONISA-N	calycanthine
HJMQDJPMQIHLPB-UHFFFAOYSA-N	zardaverine
KMPWYEUPVWOPIM-QABNGEJJSA-N	cinchonine
XFSBVAOIAHNAPC-XTHSEXKGSA-N	aconitine
KWVISVAMQJWJSZ-TUFZIJDDSA-N	solasodine
AKNNEGZIBPJZJG-MSOLQXFVSA-N	noscapine
WYZWZEOGROVVHK-VYKNNJQSSA-N	monorden
VLJGNNUWYMFUAN-UHFFFAOYSA-N	pepstatin
DKYWVDODHFEZIM-UHFFFAOYSA-N	ketoprofen
URDOHUPGIOGTKV-JTBFTWTJSA-M	cefuroxime
YNNUSGIPVFPVBX-NHCUHLMSSA-N	clemastine
QEVHRUUCFGRFIF-VPHNHGCZSA-N	reserpine
WOIIIUDZSOLAIW-NSHDSACASA-N	azapropazone
CLKOFPXJLQSYAH-KWOGWQNJSA-N	bacitracin
DDNCQMVWWZOMLN-RBBKRZOGSA-N	vinpocetine
AHLBNYSZXLDEJQ-FWEHEUNISA-N	orlistat
XFSBVAOIAHNAPC-LBAKREDXSA-N	aconitine
HYIMSNHJOBLJNT-WFGJKAKNSA-N	nifedipine
QPCDCPDFJACHGM-UHFFFAOYSA-N	pentetic_acid
CZRQXSDBMCMPNJ-UHFFFAOYSA-N	lisinopril
FEXOGYJOQJENDQ-UHFFFAOYSA-N	tacrine
DJGAAPFSPWAYTJ-UHFFFAOYSA-M	metamizole_sodium
KVWNWTZZBKCOPM-UHFFFAOYSA-M	bretylium_tosilate
AHLBNYSZXLDEJQ-YIPNQBBMSA-N	orlistat
XULIXFLCVXWHRF-UHFFFAOYSA-N	pempidine
NWPRCRWQMGIBOT-UHFFFAOYSA-N	etofylline
WWPRGAYLRGSOSU-RNROJPEYSA-M	novobiocin
UQLLWWBDSUHNEB-CZUORRHYSA-N	cefapirin
NJMYODHXAKYRHW-BLLMUTORSA-N	flupentixol
STECJAGHUSJQJN-FWYQWXHNSA-N	scopolamine
YKGYIDJEEQRWQH-UHFFFAOYSA-N	gabexate
WVTKBKWTSCPRNU-LOYHVIPDSA-N	tetrandrine
DZAUWHJDUNRCTF-UHFFFAOYSA-N	caffeic_acid
FDJOLVPMNUYSCM-XEPVOQBNSA-L	cyanocobalamin
YPHMISFOHDHNIV-FSZOTQKASA-N	cicloheximide
ITRJWOMZKQRYTA-RFZYENFJSA-N	cortisone
WJOHZNCJWYWUJD-UHFFFAOYSA-N	fluocinonide
PWWVAXIEGOYWEE-UHFFFAOYSA-N	promethazine
IPSVAUIEEPSJRZ-UHFFFAOYSA-N	hydroxyzine
OVBPIULPVIDEAO-LBPRGKRZSA-L	folic_acid
OHCQJHSOBUTRHG-UQWHLMGFSA-N	colforsin
RUDATBOHQWOJDD-OMGBIQTBSA-N	ursodeoxycholic_acid
IECPWNUMDGFDKC-UHFFFAOYSA-N	fusidic_acid
AXOJRQLKMVSHHZ-UHFFFAOYSA-N	arecoline
NNJPGOLRFBJNIW-OAHLLOKOSA-N	demecolcine
OGGZLJDICTTWQL-UHFFFAOYSA-L	hexamethonium_bromide
ASUTZQLVASHGKV-MRRJBJDNSA-N	galantamine
OTFDPNXIVHBTKW-UHFFFAOYSA-N	tiapride
AQCHWTWZEMGIFD-SNVBAGLBSA-N	metolazone
HIGSLXSBYYMVKI-UHDJGPCESA-N	pralidoxime
CRCZBNVQJRCGAW-UHFFFAOYSA-N	esculin
KTHVBAZBLKXIHZ-UHFFFAOYSA-N	piperidolate
YEZNLOUZAIOMLT-UHFFFAOYSA-N	tolfenamic_acid
SHIBSTMRCDJXLN-SXDIVCDASA-N	digoxigenin
LUZRJRNZXALNLM-AHGHVLCBSA-N	dihydroergotamine
PLHJDBGFXBMTGZ-WEVVVXLNSA-N	furazolidone
UORKIKBNUWJNJF-UHFFFAOYSA-N	1,4-chrysenequinone
QYQDKDWGWDOFFU-UHFFFAOYSA-N	cefotiam
JYGXADMDTFJGBT-ANIPKSEFSA-N	hydrocortisone
PTKSEFOSCHHMPD-UHFFFAOYSA-N	midodrine
IEKOTSCYBBDIJC-UHFFFAOYSA-N	lorglumide
DROAZPBWMJBQRB-UHFFFAOYSA-N	valinomycin
QUYXLQVIGMPDII-UHFFFAOYSA-M	solanine
FVWJYYTZTCVBKE-LRNVLHLPSA-N	betulin
GJQPMPFPNINLKP-UHFFFAOYSA-N	diclofenamide
OHXPGWPVLFPUSM-IWYXHJQRSA-N	dehydrocholic_acid
WAIJIHDWAKJCBX-QVABZINDSA-N	isoflupredone
QJJXYPPXXYFBGM-NYOQZLQMSA-N	tacrolimus
IWVTXAGTHUECPN-ANBBSHPLSA-N	bacampicillin
CIWBSHSKHKDKBQ-JLAZNSOCSA-M	ascorbic_acid
MGNNYOODZCAHBA-AZYZPMHWSA-N	fluticasone
RDAHQZNMSUHVQK-VWZWAMGTSA-N	hydrocortisone
YGWFCQYETHJKNX-UHFFFAOYSA-N	xylometazoline
CWVRJTMFETXNAD-KFUKKDEASA-N	chlorogenic_acid
QKQLJJFOYPGDEX-BZDVOYDHSA-N	ethambutol
QEVHRUUCFGRFIF-UHFFFAOYSA-N	reserpine
RKUNBYITZUJHSG-LGGPCSOHSA-N	hyoscyamine
ACTOXUHEUCPTEW-KWBWCIJSSA-N	spiramycin
AHLBNYSZXLDEJQ-RAVGUYNFSA-N	orlistat
YNVGQYHLRCDXFQ-JBKQDOAHSA-N	lynestrenol
APKFDSVGJQXUKY-BMCNXOABSA-N	amphotericin_B
PKHQNBIIAADLMZ-XWEVEMRCSA-N	carbenoxolone
KMPWYEUPVWOPIM-YNRGSOABSA-O	cinchonidine
YXTQJIOOEPPOBO-UHFFFAOYSA-N	phenelzine
AZSNMRSAGSSBNP-UHFFFAOYSA-N	ivermectin
NOSIYYJFMPDDSA-UHFFFAOYSA-N	acepromazine
MUNWAHDYFVYIKH-PRJDIBJQSA-N	betonicine
ASUTZQLVASHGKV-QQBRLJMOSA-N	galantamine
ARPUHYJMCVWYCZ-UHFFFAOYSA-N	ciprofloxacin
DFYHIMICNSSLAD-UHFFFAOYSA-N	mometasone
LOUPRKONTZGTKE-NBGVHYBESA-N	quinidine
NCXMLFZGDNKEPB-QGKVIQPQSA-N	natamycin
GMHKMTDVRCWUDX-GFCCVEGCSA-N	mephenytoin
QBYYXIDJOFZORM-UHFFFAOYSA-N	cisapride
FOIVPCKZDPCJJY-JQIJEIRASA-N	TTNPB
GOEMGAFJFRBGGG-UHFFFAOYSA-N	acebutolol
WNIDXAKKFOKNEF-UHFFFAOYSA-N	etifenin
DDNCQMVWWZOMLN-UNMCSNQZSA-N	vinpocetine
BCJMNZRQJAVDLD-FXGRWVCYSA-N	retrorsine
FPCCSQOGAWCVBH-UHFFFAOYSA-N	ketanserin
BXNJHAXVSOCGBA-JVVVGQRLSA-N	harmine
AVGYWQBCYZHHPN-CYJZLJNKSA-N	cefalexin
GBXSMTUPTTWBMN-UAGQMJEPSA-N	enalapril
KMPWYEUPVWOPIM-IXZBZBRVSA-N	cinchonine
GAOZTHIDHYLHMS-UHFFFAOYSA-M	monensin
NHZLNPMOSADWGC-UHFFFAOYSA-N	sulfaquinoxaline
CZRQXSDBMCMPNJ-ZUIPZQNBSA-N	lisinopril
UIAGMCDKSXEBJQ-LJQANCHMSA-N	nimodipine
GUXHBMASAHGULD-UHFFFAOYSA-N	demeclocycline
HBOMLICNUCNMMY-BWZBUEFSSA-N	zidovudine
IHCDKJZZFOUARO-UHFFFAOYSA-M	sulfacetamide
RZVAJINKPMORJF-UHFFFAOYSA-N	paracetamol
XGVJWXAYKUHDOO-DANNLKNASA-N	lycorine
WZPBZJONDBGPKJ-VEHQQRBSSA-L	aztreonam
TZBJGXHYKVUXJN-YAVXPKDLSA-N	genistein
HBGOLJKPSFNJSD-UHFFFAOYSA-N	etamsylate
QUQPHWDTPGMPEX-LHXRQQBMSA-N	hesperidin
PHWBOXQYWZNQIN-UHFFFAOYSA-N	ticlopidine
WBBHOISPYYYBTC-UHFFFAOYSA-N	cinchonine
GELMUARXROJGSO-LFMIJCLESA-N	zimeldine
PCZOHLXUXFIOCF-UHFFFAOYSA-N	lovastatin
PMATZTZNYRCHOR-CGLBZJNRSA-N	ciclosporin
OAPVUSSHCBRCOL-UHFFFAOYSA-N	demeclocycline
HDNXAGOHLKHJOA-UHFFFAOYSA-N	vincamine
IIBYAHWJQTYFKB-UHFFFAOYSA-N	bezafibrate
PXGPLTODNUVGFL-KCAPDITFSA-N	dinoprost
WTDRDQBEARUVNC-UHFFFAOYSA-N	levodopa
DALKLAYLIPSCQL-YPYQNWSCSA-N	methylprednisolone
GPRBEKHLDVQUJE-VINNURBNSA-N	cefotaxime
QKDDJDBFONZGBW-UHFFFAOYSA-N	thioperamide
YBHILYKTIRIUTE-UHFFFAOYSA-N	berberine
FZYOVNIOYYPUPY-HEGPSGTHSA-N	rifampicin
WHQCHUCQKNIQEC-UHFFFAOYSA-N	benzbromarone
VOXZDWNPVJITMN-CKJOQQCQSA-N	estradiol
PGEZKUXLALRWRM-UHFFFAOYSA-N	hydrochlorothiazide
WCGUUGGRBIKTOS-IEPRLFHTSA-N	ursolic_acid
OHKOGUYZJXTSFX-KIKITERTSA-N	ticarcillin
RUDATBOHQWOJDD-ROKSHQGPSA-N	ursodeoxycholic_acid
UUVWYPNAQBNQJQ-UHFFFAOYSA-N	altretamine
CWVRJTMFETXNAD-FWCWNIRPSA-M	chlorogenic_acid
RHWSKVCZXBAWLZ-UHFFFAOYSA-N	pseudopelletierine
IOYZYMQFUSNATM-UHFFFAOYSA-N	tonzonium_bromide
CZQHHVNHHHRRDU-UHFFFAOYSA-N	LY-294002
VWPOSFSPZNDTMJ-NWANDNLSSA-N	nadolol
FFINMCNLQNTKLU-UHFFFAOYSA-N	adipiodone
HKSZLNNOFSGOKW-FYTWVXJKSA-N	staurosporine
FVWJYYTZTCVBKE-PGROKZIJSA-N	betulin
YAPQBXQYLJRXSA-TUCXKDRYSA-N	theobromine
YKPUWZUDDOIDPM-SOFGYWHQSA-N	capsaicin
VCKUSRYTPJJLNI-AWEZNQCLSA-N	terazosin
RIULCFSTKRDHBX-UHFFFAOYSA-N	trifluoperazine
YJGVMLPVUAXIQN-AQWZQNETSA-N	podophyllotoxin
AEVIRJYSDZRWTN-UHFFFAOYSA-M	novobiocin
QOLRLLFJMZLYQJ-KPNLWLCNSA-N	hecogenin
GJOHLWZHWQUKAU-UHFFFAOYSA-N	primaquine
KHOITXIGCFIULA-UHFFFAOYSA-N	bisacodyl
FGIJTSYHLZYMNY-UHFFFAOYSA-N	chloroquine
YGCODSQDUUUKIV-UHFFFAOYSA-N	zoxazolamine
JCUHKUGRLSZJIU-PPHPATTJSA-N	methyldopa
KLBQZWRITKRQQV-MRXNPFEDSA-N	thioridazine
RTHCYVBBDHJXIQ-INIZCTEOSA-N	fluoxetine
YSXKPIUOCJLQIE-FDGGOGDCSA-N	biperiden
GEOCVSMCLVIOEV-BTJKTKAUSA-N	nomifensine
IWUCXVSUMQZMFG-MZEQXDKDSA-N	ribavirin
DMUAPQTXSSNEDD-ZZHFWOCQSA-N	midecamycin
CLTAZWADHDXZQR-UHFFFAOYSA-N	acetylsalicylic_acid
YBJHBAHKTGYVGT-CRMOQAEOSA-N	biotin
LDMWSLGGVTVJPG-UHFFFAOYSA-N	minaprine
UREBDLICKHMUKA-KPZMXUCXSA-N	dexamethasone
XEAQIWGXBXCYFX-BQYQJAHWSA-N	kawain
LOUPRKONTZGTKE-VTQXCWSHSA-N	quinidine
PAZJSJFMUHDSTF-CQSZACIVSA-N	alprenolol
BFCDFTHTSVTWOG-FXAWDEMLSA-N	suloctidil
SIYLLGKDQZGJHK-UHFFFAOYSA-N	solanine
UJYQSRVPFQQYFI-IWTZIYAESA-N	etoposide
MFYSYFVPBJMHGN-UHFFFAOYSA-N	cortisone
UUQMNUMQCIQDMZ-UHFFFAOYSA-N	betahistine
IRGJMZGKFAPCCR-LTCKWSDVSA-M	liothyronine
FAKRSMQSSFJEIM-ULUSZKPHSA-N	captopril
HXCNRYXBZNHDNE-UHFFFAOYSA-N	pirenperone
WHTVZRBIWZFKQO-OAWTUDSLSA-N	chloroquine
CMWTZPSULFXXJA-VIFPVBQESA-N	naproxen
QYSXJUFSXHHAJI-QWSSABAFSA-N	colecalciferol
HYTGGNIMZXFORS-ISIRUOLJSA-N	protoveratrine_A
VGEOUKPOQQEQSX-OALZAMAHSA-M	cefapirin
SMEROWZSTRWXGI-UHFFFAOYSA-N	lithocholic_acid
XFSBVAOIAHNAPC-SZKNDIEASA-N	aconitine
IUOFVKUAHKGVIO-UHFFFAOYSA-N	maprotiline
WZNJWVWKTVETCG-UHFFFAOYSA-N	mimosine
APKFDSVGJQXUKY-YNJCIMNZSA-N	amphotericin_B
JQXXHWHPUNPDRT-WLSIYKJHSA-O	rifampicin
DDUHZTYCFQRHIY-QPFGOUBPSA-N	griseofulvin
HCZKYJDFEPMADG-UHFFFAOYSA-N	nordihydroguaiaretic_acid
WCGUUGGRBIKTOS-GPOJBZKASA-N	ursolic_acid
QEVHRUUCFGRFIF-XKMAXLTCSA-N	reserpine
CEAZRRDELHUEMR-UHFFFAOYSA-S	gentamicin
FFNMBRCFFADNAO-UHFFFAOYSA-N	pirenzepine
HDBQZGJWHMCXIL-UHFFFAOYSA-N	mercaptopurine
ZILKVIBMYOWXDW-UHFFFAOYSA-N	AG-028671
UREBDLICKHMUKA-QCYOSJOCSA-N	dexamethasone
VFDNENKXDGAOSN-UHFFFAOYSA-N	clozapine
PMMURAAUARKVCB-IHKGAJJJSA-N	2-deoxy-D-glucose
WQVZLXWQESQGIF-UHFFFAOYSA-N	labetalol
XJHDMGJURBVLLE-KAKFMGRLSA-N	santonin
KDLRVYVGXIQJDK-KFRBVKTCSA-N	clindamycin
LPMXVESGRSUGHW-XPXORLBYSA-N	ouabain
CMUNUTVVOOHQPW-ZCFIWIBFSA-O	stachydrine
XFSBVAOIAHNAPC-UMJUXEEQSA-N	aconitine
XEEQGYMUWCZPDN-UHFFFAOYSA-N	mefloquine
QWZLBLDNRUUYQI-UHFFFAOYSA-M	methylbenzethonium_chloride
RZRPTBIGEANTGU-JCZGSWPSSA-N	adrenosterone
OBZHEBDUNPOCJG-YQNKGXRGSA-N	carbenoxolone
RTHCYVBBDHJXIQ-UHFFFAOYSA-N	fluoxetine
MNULEGDCPYONBU-WMBHJXFZSA-N	oligomycin
RTHCYVBBDHJXIQ-MRXNPFEDSA-N	fluoxetine
QWAXKHKRTORLEM-NBMNWQKNSA-N	saquinavir
ZAHQPTJLOCWVPG-UHFFFAOYSA-N	mitoxantrone
ACTOXUHEUCPTEW-OBURPCBNSA-N	spiramycin
JRWZLRBJNMZMFE-CYBMUJFWSA-N	dobutamine
OIGNJSKKLXVSLS-VNRGXTSDSA-N	prednisolone
BLGXFZZNTVWLAY-SCYLSFHTSA-N	yohimbine
NPEFREDMMVQEPL-RWPARATISA-N	gentamicin
YEHCICAEULNIGD-IMUUDWKMSA-N	pergolide
BIUFCLXNAYLDFM-UHFFFAOYSA-N	isopropamide_iodide
NCXMLFZGDNKEPB-YWDKRKKXSA-N	natamycin
XZWMZFQOHTWGQE-UHFFFAOYSA-N	6-azathymine
PHLBKPHSAVXXEF-UHFFFAOYSA-N	trazodone
WVTKBKWTSCPRNU-KYJUHHDHSA-N	tetrandrine
LSQZJLSUYDQPKJ-BBGACYKPSA-N	amoxicillin
